############################
### DOCUMENT
# [1] D. SIEGFRIED and P. WILBUR, “An investigation of mercury hollow cathode phenomena,” 13th Int. Electr. Propuls. Conf., 1978.
### SOFTWARE
# Plot digitized using Engauge Digitizer
### CAPTION
# Electron temperature in spot mode 
### DATA
# d (mm), Te (eV)
############################
d,TeV
6.0228,0.62385
6.0271,0.62389
6.0315,0.62392
6.0358,0.62395
6.0402,0.62398
6.0445,0.624
6.0489,0.62403
6.0532,0.62405
6.0576,0.62408
6.0619,0.62409
6.0663,0.62411
6.0706,0.62412
6.075,0.62412
6.0793,0.62412
6.0837,0.62412
6.088,0.62411
6.0924,0.62409
6.0967,0.62407
6.1011,0.62404
6.1054,0.624
6.1098,0.62395
6.1141,0.62389
6.1185,0.62382
6.1228,0.62374
6.1271,0.62365
6.1315,0.62355
6.1358,0.62343
6.1402,0.62331
6.1445,0.62318
6.1489,0.62303
6.1532,0.62288
6.1576,0.62271
6.1619,0.62254
6.1663,0.62235
6.1706,0.62215
6.175,0.62195
6.1793,0.62173
6.1837,0.62151
6.188,0.62128
6.1924,0.62104
6.1967,0.62079
6.2011,0.62054
6.2054,0.62028
6.2098,0.62001
6.2141,0.61974
6.2185,0.61946
6.2228,0.61918
6.2271,0.6189
6.2315,0.61861
6.2358,0.61832
6.2402,0.61803
6.2445,0.61774
6.2489,0.61745
6.2532,0.61716
6.2576,0.61686
6.2619,0.61657
6.2663,0.61628
6.2706,0.616
6.275,0.61571
6.2793,0.61543
6.2837,0.61515
6.288,0.61487
6.2924,0.6146
6.2967,0.61433
6.3011,0.61406
6.3054,0.61379
6.3098,0.61353
6.3141,0.61328
6.3184,0.61302
6.3228,0.61277
6.3271,0.61253
6.3315,0.61228
6.3358,0.61204
6.3402,0.61181
6.3445,0.61157
6.3489,0.61134
6.3532,0.61112
6.3576,0.6109
6.3619,0.61068
6.3663,0.61047
6.3706,0.61026
6.375,0.61005
6.3793,0.60985
6.3837,0.60965
6.388,0.60946
6.3924,0.60927
6.3967,0.60908
6.4011,0.6089
6.4054,0.60873
6.4098,0.60856
6.4141,0.60839
6.4184,0.60823
6.4228,0.60807
6.4271,0.60792
6.4315,0.60777
6.4358,0.60763
6.4402,0.60749
6.4445,0.60736
6.4489,0.60723
6.4532,0.60711
6.4576,0.60699
6.4619,0.60688
6.4663,0.60678
6.4706,0.60668
6.475,0.60658
6.4793,0.6065
6.4837,0.60642
6.488,0.60634
6.4924,0.60628
6.4967,0.60622
6.5011,0.60616
6.5054,0.60612
6.5098,0.60608
6.5141,0.60604
6.5184,0.60602
6.5228,0.606
6.5271,0.60598
6.5315,0.60597
6.5358,0.60597
6.5402,0.60597
6.5445,0.60597
6.5489,0.60598
6.5532,0.606
6.5576,0.60602
6.5619,0.60604
6.5663,0.60606
6.5706,0.60609
6.575,0.60612
6.5793,0.60615
6.5837,0.60618
6.588,0.60621
6.5924,0.60625
6.5967,0.60628
6.6011,0.60632
6.6054,0.60635
6.6098,0.60639
6.6141,0.60642
6.6184,0.60645
6.6228,0.60648
6.6271,0.60651
6.6315,0.60654
6.6358,0.60656
6.6402,0.60658
6.6445,0.6066
6.6489,0.60661
6.6532,0.60662
6.6576,0.60663
6.6619,0.60663
6.6663,0.60662
6.6706,0.60661
6.675,0.60659
6.6793,0.60657
6.6837,0.60654
6.688,0.6065
6.6924,0.60645
6.6967,0.6064
6.7011,0.60634
6.7054,0.60627
6.7098,0.60619
6.7141,0.6061
6.7184,0.606
6.7228,0.6059
6.7271,0.60578
6.7315,0.60565
6.7358,0.60552
6.7402,0.60537
6.7445,0.60522
6.7489,0.60506
6.7532,0.6049
6.7576,0.60472
6.7619,0.60454
6.7663,0.60436
6.7706,0.60417
6.775,0.60397
6.7793,0.60377
6.7837,0.60357
6.788,0.60336
6.7924,0.60315
6.7967,0.60294
6.8011,0.60272
6.8054,0.60251
6.8098,0.60229
6.8141,0.60207
6.8184,0.60184
6.8228,0.60162
6.8271,0.6014
6.8315,0.60118
6.8358,0.60096
6.8402,0.60074
6.8445,0.60052
6.8489,0.60031
6.8532,0.60009
6.8576,0.59988
6.8619,0.59968
6.8663,0.59947
6.8706,0.59928
6.875,0.59908
6.8793,0.59889
6.8837,0.59871
6.888,0.59853
6.8924,0.59836
6.8967,0.5982
6.9011,0.59804
6.9054,0.59789
6.9097,0.59775
6.9141,0.59761
6.9184,0.59749
6.9228,0.59737
6.9271,0.59727
6.9315,0.59717
6.9358,0.59709
6.9402,0.59701
6.9445,0.59695
6.9489,0.59689
6.9532,0.59685
6.9576,0.59682
6.9619,0.59679
6.9663,0.59678
6.9706,0.59677
6.975,0.59677
6.9793,0.59677
6.9837,0.59678
6.988,0.5968
6.9924,0.59682
6.9967,0.59685
7.0011,0.59688
7.0054,0.59692
7.0097,0.59696
7.0141,0.597
7.0184,0.59705
7.0228,0.59709
7.0271,0.59714
7.0315,0.59719
7.0358,0.59724
7.0402,0.59729
7.0445,0.59733
7.0489,0.59738
7.0532,0.59743
7.0576,0.59747
7.0619,0.59751
7.0663,0.59755
7.0706,0.59758
7.075,0.59761
7.0793,0.59764
7.0837,0.59766
7.088,0.59767
7.0924,0.59768
7.0967,0.59768
7.1011,0.59768
7.1054,0.59767
7.1097,0.59765
7.1141,0.59762
7.1184,0.59758
7.1228,0.59754
7.1271,0.59748
7.1315,0.59741
7.1358,0.59734
7.1402,0.59725
7.1445,0.59715
7.1489,0.59705
7.1532,0.59692
7.1576,0.59679
7.1619,0.59664
7.1663,0.59649
7.1706,0.59632
7.175,0.59614
7.1793,0.59596
7.1837,0.59576
7.188,0.59556
7.1924,0.59535
7.1967,0.59513
7.2011,0.59491
7.2054,0.59468
7.2097,0.59444
7.2141,0.5942
7.2184,0.59396
7.2228,0.59371
7.2271,0.59346
7.2315,0.59321
7.2358,0.59296
7.2402,0.5927
7.2445,0.59245
7.2489,0.59219
7.2532,0.59194
7.2576,0.59169
7.2619,0.59144
7.2663,0.59119
7.2706,0.59094
7.275,0.5907
7.2793,0.59047
7.2837,0.59024
7.288,0.59001
7.2924,0.58979
7.2967,0.58958
7.3011,0.58938
7.3054,0.58919
7.3097,0.589
7.3141,0.58883
7.3184,0.58867
7.3228,0.58852
7.3271,0.58838
7.3315,0.58826
7.3358,0.58815
7.3402,0.58806
7.3445,0.58798
7.3489,0.58793
7.3532,0.58789
7.3576,0.58788
7.3619,0.58788
7.3663,0.58791
7.3706,0.58797
7.375,0.58805
7.3793,0.58816
7.3837,0.5883
7.388,0.58846
7.3924,0.58864
7.3967,0.58885
7.4011,0.58908
7.4054,0.58934
7.4097,0.58961
7.4141,0.58991
7.4184,0.59022
7.4228,0.59056
7.4271,0.59091
7.4315,0.59128
7.4358,0.59167
7.4402,0.59207
7.4445,0.59248
7.4489,0.59291
7.4532,0.59334
7.4576,0.59378
7.4619,0.59423
7.4663,0.59467
7.4706,0.59512
7.475,0.59555
7.4793,0.59596
7.4837,0.59634
7.488,0.59667
7.4924,0.59692
7.4967,0.59701
7.501,0.59678
7.5054,0.59524
7.5097,0.59059
7.5141,0.58768
7.5184,0.5857
7.5228,0.58417
7.5271,0.58289
7.5315,0.58179
7.5358,0.58081
7.5402,0.57994
7.5445,0.57915
7.5489,0.57842
7.5532,0.57774
7.5576,0.57711
7.5619,0.57653
7.5663,0.57597
7.5706,0.57546
7.575,0.57497
7.5793,0.5745
7.5837,0.57406
7.588,0.57364
7.5924,0.57324
7.5967,0.57286
7.601,0.5725
7.6054,0.57215
7.6097,0.57182
7.6141,0.5715
7.6184,0.57119
7.6228,0.57089
7.6271,0.57061
7.6315,0.57034
7.6358,0.57008
7.6402,0.56982
7.6445,0.56958
7.6489,0.56934
7.6532,0.56912
7.6576,0.56889
7.6619,0.56868
7.6663,0.56847
7.6706,0.56827
7.675,0.56807
7.6793,0.56788
7.6837,0.5677
7.688,0.56751
7.6924,0.56734
7.6967,0.56716
7.701,0.567
7.7054,0.56683
7.7097,0.56667
7.7141,0.56651
7.7184,0.56636
7.7228,0.56621
7.7271,0.56606
7.7315,0.56592
7.7358,0.56578
7.7402,0.56564
7.7445,0.56551
7.7489,0.56537
7.7532,0.56525
7.7576,0.56512
7.7619,0.56499
7.7663,0.56487
7.7706,0.56475
7.775,0.56464
7.7793,0.56452
7.7837,0.56441
7.788,0.5643
7.7924,0.56419
7.7967,0.56409
7.801,0.56398
7.8054,0.56388
7.8097,0.56378
7.8141,0.56368
7.8184,0.56359
7.8228,0.56349
7.8271,0.5634
7.8315,0.56331
7.8358,0.56322
7.8402,0.56313
7.8445,0.56305
7.8489,0.56296
7.8532,0.56288
7.8576,0.5628
7.8619,0.56272
7.8663,0.56264
7.8706,0.56257
7.875,0.56249
7.8793,0.56242
7.8837,0.56235
7.888,0.56228
7.8924,0.56221
7.8967,0.56214
7.901,0.56208
7.9054,0.56201
7.9097,0.56195
7.9141,0.56189
7.9184,0.56183
7.9228,0.56177
7.9271,0.56171
7.9315,0.56165
7.9358,0.5616
7.9402,0.56154
7.9445,0.56149
7.9489,0.56144
7.9532,0.56139
7.9576,0.56134
7.9619,0.56129
7.9663,0.56125
7.9706,0.5612
7.975,0.56116
7.9793,0.56112
7.9837,0.56107
7.988,0.56103
7.9923,0.561
7.9967,0.56096
8.001,0.56092
8.0054,0.56089
8.0097,0.56085
8.0141,0.56082
8.0184,0.56079
8.0228,0.56076
8.0271,0.56073
8.0315,0.5607
8.0358,0.56067
8.0402,0.56065
8.0445,0.56062
8.0489,0.5606
8.0532,0.56058
8.0576,0.56056
8.0619,0.56054
8.0663,0.56052
8.0706,0.56051
8.075,0.56049
8.0793,0.56048
8.0837,0.56046
8.088,0.56045
8.0923,0.56044
8.0967,0.56043
8.101,0.56042
8.1054,0.56042
8.1097,0.56041
8.1141,0.56041
8.1184,0.56041
8.1228,0.56041
8.1271,0.56041
8.1315,0.56041
8.1358,0.56041
8.1402,0.56042
8.1445,0.56043
8.1489,0.56044
8.1532,0.56045
8.1576,0.56046
8.1619,0.56047
8.1663,0.56049
8.1706,0.56051
8.175,0.56052
8.1793,0.56055
8.1837,0.56057
8.188,0.56059
8.1923,0.56062
8.1967,0.56065
8.201,0.56068
8.2054,0.56072
8.2097,0.56075
8.2141,0.56079
8.2184,0.56083
8.2228,0.56088
8.2271,0.56092
8.2315,0.56097
8.2358,0.56103
8.2402,0.56108
8.2445,0.56115
8.2489,0.56121
8.2532,0.56128
8.2576,0.56135
8.2619,0.56143
8.2663,0.56151
8.2706,0.5616
8.275,0.56169
8.2793,0.56178
8.2837,0.56189
8.288,0.562
8.2923,0.56211
8.2967,0.56223
8.301,0.56236
8.3054,0.5625
8.3097,0.56264
8.3141,0.56279
8.3184,0.56295
8.3228,0.56312
8.3271,0.56331
8.3315,0.5635
8.3358,0.56371
8.3402,0.56393
8.3445,0.56416
8.3489,0.56441
8.3532,0.56468
8.3576,0.56498
8.3619,0.56529
8.3663,0.56563
8.3706,0.566
8.375,0.5664
8.3793,0.56683
8.3837,0.5673
8.388,0.5678
8.3923,0.56831
8.3967,0.56879
8.401,0.5692
8.4054,0.56949
8.4097,0.56964
8.4141,0.56968
8.4184,0.56964
8.4228,0.56953
8.4271,0.56938
8.4315,0.56919
8.4358,0.56899
8.4402,0.56876
8.4445,0.56852
8.4489,0.56827
8.4532,0.56801
8.4576,0.56774
8.4619,0.56746
8.4663,0.56719
8.4706,0.56691
8.475,0.56663
8.4793,0.56634
8.4837,0.56606
8.488,0.56578
8.4923,0.56551
8.4967,0.56523
8.501,0.56496
8.5054,0.56469
8.5097,0.56442
8.5141,0.56416
8.5184,0.5639
8.5228,0.56365
8.5271,0.56341
8.5315,0.56317
8.5358,0.56294
8.5402,0.56271
8.5445,0.56249
8.5489,0.56228
8.5532,0.56208
8.5576,0.56189
8.5619,0.56171
8.5663,0.56153
8.5706,0.56137
8.575,0.56121
8.5793,0.56107
8.5836,0.56094
8.588,0.56082
8.5923,0.56071
8.5967,0.56061
8.601,0.56053
8.6054,0.56046
8.6097,0.56039
8.6141,0.56034
8.6184,0.5603
8.6228,0.56026
8.6271,0.56023
8.6315,0.56022
8.6358,0.56021
8.6402,0.5602
8.6445,0.5602
8.6489,0.56021
8.6532,0.56023
8.6576,0.56025
8.6619,0.56027
8.6663,0.5603
8.6706,0.56033
8.675,0.56037
8.6793,0.56041
8.6836,0.56045
8.688,0.56049
8.6923,0.56053
8.6967,0.56058
8.701,0.56062
8.7054,0.56067
8.7097,0.56071
8.7141,0.56076
8.7184,0.5608
8.7228,0.56084
8.7271,0.56088
8.7315,0.56091
8.7358,0.56094
8.7402,0.56097
8.7445,0.56099
8.7489,0.56101
8.7532,0.56103
8.7576,0.56104
8.7619,0.56104
8.7663,0.56103
8.7706,0.56102
8.775,0.56101
8.7793,0.56098
8.7836,0.56095
8.788,0.5609
8.7923,0.56085
8.7967,0.56079
8.801,0.56072
8.8054,0.56064
8.8097,0.56055
8.8141,0.56045
8.8184,0.56034
8.8228,0.56022
8.8271,0.56008
8.8315,0.55995
8.8358,0.5598
8.8402,0.55964
8.8445,0.55948
8.8489,0.55931
8.8532,0.55914
8.8576,0.55896
8.8619,0.55877
8.8663,0.55858
8.8706,0.55838
8.875,0.55818
8.8793,0.55797
8.8836,0.55776
8.888,0.55755
8.8923,0.55733
8.8967,0.55711
8.901,0.55689
8.9054,0.55667
8.9097,0.55645
8.9141,0.55623
8.9184,0.556
8.9228,0.55578
8.9271,0.55556
8.9315,0.55534
8.9358,0.55512
8.9402,0.5549
8.9445,0.55468
8.9489,0.55447
8.9532,0.55426
8.9576,0.55405
8.9619,0.55385
8.9663,0.55365
8.9706,0.55346
8.975,0.55327
8.9793,0.55309
8.9836,0.55292
8.988,0.55275
8.9923,0.55259
8.9967,0.55244
9.001,0.55229
9.0054,0.55216
9.0097,0.55204
9.0141,0.55192
9.0184,0.55182
9.0228,0.55173
9.0271,0.55165
9.0315,0.55158
9.0358,0.55153
9.0402,0.55148
9.0445,0.55145
9.0489,0.55142
9.0532,0.55141
9.0576,0.5514
9.0619,0.5514
9.0663,0.55141
9.0706,0.55143
9.0749,0.55145
9.0793,0.55148
9.0836,0.55151
9.088,0.55155
9.0923,0.55159
9.0967,0.55163
9.101,0.55168
9.1054,0.55173
9.1097,0.55178
9.1141,0.55183
9.1184,0.55188
9.1228,0.55193
9.1271,0.55198
9.1315,0.55203
9.1358,0.55208
9.1402,0.55212
9.1445,0.55216
9.1489,0.5522
9.1532,0.55224
9.1576,0.55227
9.1619,0.55229
9.1663,0.55231
9.1706,0.55232
9.1749,0.55233
9.1793,0.55233
9.1836,0.55233
9.188,0.55231
9.1923,0.5523
9.1967,0.55227
9.201,0.55223
9.2054,0.55219
9.2097,0.55214
9.2141,0.55209
9.2184,0.55202
9.2228,0.55194
9.2271,0.55186
9.2315,0.55177
9.2358,0.55167
9.2402,0.55156
9.2445,0.55144
9.2489,0.55131
9.2532,0.55117
9.2576,0.55103
9.2619,0.55088
9.2663,0.55073
9.2706,0.55056
9.2749,0.55039
9.2793,0.55022
9.2836,0.55004
9.288,0.54986
9.2923,0.54967
9.2967,0.54948
9.301,0.54928
9.3054,0.54908
9.3097,0.54887
9.3141,0.54867
9.3184,0.54846
9.3228,0.54824
9.3271,0.54803
9.3315,0.54781
9.3358,0.54759
9.3402,0.54737
9.3445,0.54715
9.3489,0.54692
9.3532,0.5467
9.3576,0.54647
9.3619,0.54625
9.3663,0.54602
9.3706,0.54579
9.3749,0.54557
9.3793,0.54534
9.3836,0.54512
9.388,0.5449
9.3923,0.54468
9.3967,0.54446
9.401,0.54425
9.4054,0.54404
9.4097,0.54383
9.4141,0.54363
9.4184,0.54344
9.4228,0.54326
9.4271,0.54309
9.4315,0.54293
9.4358,0.54279
9.4402,0.54268
9.4445,0.54259
9.4489,0.54253
9.4532,0.54254
9.4576,0.54265
9.4619,0.54297
9.4663,0.54381
9.4706,0.54616
9.4749,0.54794
9.4793,0.54892
9.4836,0.54957
9.488,0.55005
9.4923,0.55042
9.4967,0.55072
9.501,0.55095
9.5054,0.55114
9.5097,0.55129
9.5141,0.55142
9.5184,0.55152
9.5228,0.55159
9.5271,0.55165
9.5315,0.55169
9.5358,0.55172
9.5402,0.55173
9.5445,0.55173
9.5489,0.55172
9.5532,0.55171
9.5576,0.55168
9.5619,0.55164
9.5663,0.5516
9.5706,0.55155
9.5749,0.55149
9.5793,0.55142
9.5836,0.55135
9.588,0.55128
9.5923,0.5512
9.5967,0.55111
9.601,0.55102
9.6054,0.55093
9.6097,0.55083
9.6141,0.55073
9.6184,0.55062
9.6228,0.55052
9.6271,0.55041
9.6315,0.55029
9.6358,0.55018
9.6402,0.55006
9.6445,0.54994
9.6489,0.54982
9.6532,0.54969
9.6576,0.54957
9.6619,0.54944
9.6662,0.54931
9.6706,0.54918
9.6749,0.54905
9.6793,0.54891
9.6836,0.54878
9.688,0.54864
9.6923,0.5485
9.6967,0.54836
9.701,0.54822
9.7054,0.54808
9.7097,0.54794
9.7141,0.54779
9.7184,0.54765
9.7228,0.5475
9.7271,0.54735
9.7315,0.54721
9.7358,0.54706
9.7402,0.54691
9.7445,0.54676
9.7489,0.54661
9.7532,0.54645
9.7576,0.5463
9.7619,0.54615
9.7662,0.546
9.7706,0.54584
9.7749,0.54569
9.7793,0.54553
9.7836,0.54537
9.788,0.54522
9.7923,0.54506
9.7967,0.5449
9.801,0.54474
9.8054,0.54459
9.8097,0.54443
9.8141,0.54427
9.8184,0.54411
9.8228,0.54395
9.8271,0.54379
9.8315,0.54362
9.8358,0.54346
9.8402,0.5433
9.8445,0.54314
9.8489,0.54298
9.8532,0.54281
9.8576,0.54265
9.8619,0.54249
9.8662,0.54232
9.8706,0.54216
9.8749,0.54199
9.8793,0.54183
9.8836,0.54166
9.888,0.5415
9.8923,0.54133
9.8967,0.54117
9.901,0.541
9.9054,0.54084
9.9097,0.54067
9.9141,0.54051
9.9184,0.54034
9.9228,0.54017
9.9271,0.54001
9.9315,0.53984
9.9358,0.53967
9.9402,0.5395
9.9445,0.53934
9.9489,0.53917
9.9532,0.539
9.9576,0.53883
9.9619,0.53867
9.9662,0.5385
9.9706,0.53833
9.9749,0.53816
9.9793,0.538
9.9836,0.53783
9.988,0.53766
9.9923,0.53749
9.9967,0.53732
10.001,0.53715
10.0054,0.53699
10.0097,0.53682
10.0141,0.53665
10.0184,0.53648
10.0228,0.53631
10.0271,0.53614
10.0315,0.53597
10.0358,0.53581
10.0402,0.53564
10.0445,0.53547
10.0489,0.5353
10.0532,0.53513
10.0576,0.53496
10.0619,0.53479
10.0662,0.53463
10.0706,0.53446
10.0749,0.53429
10.0793,0.53412
10.0836,0.53395
10.088,0.53378
10.0923,0.53362
10.0967,0.53345
10.101,0.53328
10.1054,0.53311
10.1097,0.53294
10.1141,0.53278
10.1184,0.53261
10.1228,0.53244
10.1271,0.53227
10.1315,0.5321
10.1358,0.53194
10.1402,0.53177
10.1445,0.5316
10.1489,0.53143
10.1532,0.53127
10.1575,0.5311
10.1619,0.53093
10.1662,0.53077
10.1706,0.5306
10.1749,0.53043
10.1793,0.53027
10.1836,0.5301
10.188,0.52993
10.1923,0.52977
10.1967,0.5296
10.201,0.52944
10.2054,0.52927
10.2097,0.5291
10.2141,0.52894
10.2184,0.52877
10.2228,0.52861
10.2271,0.52844
10.2315,0.52828
10.2358,0.52811
10.2402,0.52795
10.2445,0.52778
10.2489,0.52762
10.2532,0.52746
10.2575,0.52729
10.2619,0.52713
10.2662,0.52697
10.2706,0.5268
10.2749,0.52664
10.2793,0.52648
10.2836,0.52631
10.288,0.52615
10.2923,0.52599
10.2967,0.52583
10.301,0.52566
10.3054,0.5255
10.3097,0.52534
10.3141,0.52518
10.3184,0.52502
10.3228,0.52486
10.3271,0.5247
10.3315,0.52454
10.3358,0.52438
10.3402,0.52422
10.3445,0.52406
10.3489,0.5239
10.3532,0.52374
10.3575,0.52358
10.3619,0.52342
10.3662,0.52326
10.3706,0.5231
10.3749,0.52294
10.3793,0.52279
10.3836,0.52263
10.388,0.52247
10.3923,0.52231
10.3967,0.52216
10.401,0.522
10.4054,0.52184
10.4097,0.52169
10.4141,0.52153
10.4184,0.52138
10.4228,0.52122
10.4271,0.52107
10.4315,0.52091
10.4358,0.52076
10.4402,0.5206
10.4445,0.52045
10.4489,0.5203
10.4532,0.52014
10.4575,0.51999
10.4619,0.51984
10.4662,0.51969
10.4706,0.51954
10.4749,0.51938
10.4793,0.51923
10.4836,0.51908
10.488,0.51893
10.4923,0.51878
10.4967,0.51863
10.501,0.51848
10.5054,0.51833
10.5097,0.51818
10.5141,0.51803
10.5184,0.51788
10.5228,0.51774
10.5271,0.51759
10.5315,0.51744
10.5358,0.51729
10.5402,0.51715
10.5445,0.517
10.5489,0.51685
10.5532,0.51671
10.5575,0.51656
10.5619,0.51641
10.5662,0.51627
10.5706,0.51612
10.5749,0.51598
10.5793,0.51583
10.5836,0.51569
10.588,0.51555
10.5923,0.5154
10.5967,0.51526
10.601,0.51511
10.6054,0.51497
10.6097,0.51483
10.6141,0.51469
10.6184,0.51454
10.6228,0.5144
10.6271,0.51426
10.6315,0.51412
10.6358,0.51398
10.6402,0.51384
10.6445,0.51369
10.6489,0.51355
10.6532,0.51341
10.6575,0.51327
10.6619,0.51313
10.6662,0.51299
10.6706,0.51285
10.6749,0.51272
10.6793,0.51258
10.6836,0.51244
10.688,0.5123
10.6923,0.51216
10.6967,0.51202
10.701,0.51188
10.7054,0.51175
10.7097,0.51161
10.7141,0.51147
10.7184,0.51134
10.7228,0.5112
10.7271,0.51106
10.7315,0.51093
10.7358,0.51079
10.7402,0.51066
10.7445,0.51052
10.7488,0.51038
10.7532,0.51025
10.7575,0.51011
10.7619,0.50998
10.7662,0.50985
10.7706,0.50971
10.7749,0.50958
10.7793,0.50944
10.7836,0.50931
10.788,0.50918
10.7923,0.50904
10.7967,0.50891
10.801,0.50878
10.8054,0.50864
10.8097,0.50851
10.8141,0.50838
10.8184,0.50825
10.8228,0.50812
10.8271,0.50798
10.8315,0.50785
10.8358,0.50772
10.8402,0.50759
10.8445,0.50746
10.8488,0.50733
10.8532,0.5072
10.8575,0.50707
10.8619,0.50694
10.8662,0.50681
10.8706,0.50668
10.8749,0.50655
10.8793,0.50642
10.8836,0.50629
10.888,0.50616
10.8923,0.50603
10.8967,0.50591
10.901,0.50578
10.9054,0.50565
10.9097,0.50552
10.9141,0.50539
10.9184,0.50527
10.9228,0.50514
10.9271,0.50501
10.9315,0.50488
10.9358,0.50476
10.9402,0.50463
10.9445,0.5045
10.9488,0.50438
10.9532,0.50425
10.9575,0.50413
10.9619,0.504
10.9662,0.50387
10.9706,0.50375
10.9749,0.50362
10.9793,0.5035
10.9836,0.50337
10.988,0.50325
10.9923,0.50312
10.9967,0.503
11.001,0.50287
11.0054,0.50275
11.0097,0.50263
11.0141,0.5025
11.0184,0.50238
11.0228,0.50225
11.0271,0.50213
11.0315,0.50201
11.0358,0.50188
11.0402,0.50176
11.0445,0.50164
11.0488,0.50152
11.0532,0.50139
11.0575,0.50127
11.0619,0.50115
11.0662,0.50103
11.0706,0.5009
11.0749,0.50078
11.0793,0.50066
11.0836,0.50054
11.088,0.50042
11.0923,0.5003
11.0967,0.50017
11.101,0.50005
11.1054,0.49993
11.1097,0.49981
11.1141,0.49969
11.1184,0.49957
11.1228,0.49945
11.1271,0.49933
11.1315,0.49921
11.1358,0.49909
11.1402,0.49897
11.1445,0.49885
11.1488,0.49873
11.1532,0.49861
11.1575,0.49849
11.1619,0.49837
11.1662,0.49825
11.1706,0.49814
11.1749,0.49802
11.1793,0.4979
11.1836,0.49778
11.188,0.49766
11.1923,0.49754
11.1967,0.49742
11.201,0.49731
11.2054,0.49719
11.2097,0.49707
11.2141,0.49695
11.2184,0.49684
11.2228,0.49672
11.2271,0.4966
11.2315,0.49648
11.2358,0.49637
11.2401,0.49625
11.2445,0.49613
11.2488,0.49602
11.2532,0.4959
11.2575,0.49578
11.2619,0.49567
11.2662,0.49555
11.2706,0.49543
11.2749,0.49532
11.2793,0.4952
11.2836,0.49508
11.288,0.49497
11.2923,0.49485
11.2967,0.49474
11.301,0.49462
11.3054,0.49451
11.3097,0.49439
11.3141,0.49428
11.3184,0.49416
11.3228,0.49405
11.3271,0.49393
11.3315,0.49382
11.3358,0.4937
11.3401,0.49359
11.3445,0.49347
11.3488,0.49336
11.3532,0.49324
11.3575,0.49313
11.3619,0.49301
11.3662,0.4929
11.3706,0.49278
11.3749,0.49267
11.3793,0.49256
11.3836,0.49244
11.388,0.49233
11.3923,0.49222
11.3967,0.4921
11.401,0.49199
11.4054,0.49187
11.4097,0.49176
11.4141,0.49165
11.4184,0.49153
11.4228,0.49142
11.4271,0.49131
11.4315,0.49119
11.4358,0.49108
11.4401,0.49097
11.4445,0.49086
11.4488,0.49074
11.4532,0.49063
11.4575,0.49052
11.4619,0.4904
11.4662,0.49029
11.4706,0.49018
11.4749,0.49007
11.4793,0.48995
11.4836,0.48984
11.488,0.48973
11.4923,0.48962
11.4967,0.4895
11.501,0.48939
11.5054,0.48928
11.5097,0.48917
11.5141,0.48906
11.5184,0.48894
11.5228,0.48883
11.5271,0.48872
11.5315,0.48861
11.5358,0.4885
11.5401,0.48838
11.5445,0.48827
11.5488,0.48816
11.5532,0.48805
11.5575,0.48794
11.5619,0.48782
11.5662,0.48771
11.5706,0.4876
11.5749,0.48749
11.5793,0.48738
11.5836,0.48727
11.588,0.48716
11.5923,0.48704
11.5967,0.48693
11.601,0.48682
11.6054,0.48671
11.6097,0.4866
11.6141,0.48649
11.6184,0.48638
11.6228,0.48627
11.6271,0.48616
11.6315,0.48604
11.6358,0.48593
11.6401,0.48582
11.6445,0.48571
11.6488,0.4856
11.6532,0.48549
11.6575,0.48538
11.6619,0.48527
11.6662,0.48516
11.6706,0.48505
11.6749,0.48494
11.6793,0.48483
11.6836,0.48472
11.688,0.48461
11.6923,0.4845
11.6967,0.48439
11.701,0.48428
11.7054,0.48417
11.7097,0.48406
11.7141,0.48395
11.7184,0.48384
11.7228,0.48373
11.7271,0.48362
11.7315,0.48352
11.7358,0.48341
11.7401,0.4833
11.7445,0.48319
11.7488,0.48308
11.7532,0.48297
11.7575,0.48286
11.7619,0.48276
11.7662,0.48265
11.7706,0.48254
11.7749,0.48243
11.7793,0.48232
11.7836,0.48222
11.788,0.48211
11.7923,0.482
11.7967,0.48189
11.801,0.48179
11.8054,0.48168
11.8097,0.48157
11.8141,0.48146
11.8184,0.48136
11.8228,0.48125
11.8271,0.48115
11.8314,0.48104
11.8358,0.48093
11.8401,0.48083
11.8445,0.48072
11.8488,0.48061
11.8532,0.48051
11.8575,0.4804
11.8619,0.4803
11.8662,0.48019
11.8706,0.48009
11.8749,0.47998
11.8793,0.47988
11.8836,0.47977
11.888,0.47967
11.8923,0.47956
11.8967,0.47946
11.901,0.47936
11.9054,0.47925
11.9097,0.47915
11.9141,0.47904
11.9184,0.47894
11.9228,0.47884
11.9271,0.47873
11.9314,0.47863
11.9358,0.47853
11.9401,0.47843
11.9445,0.47832
11.9488,0.47822
11.9532,0.47812
11.9575,0.47802
11.9619,0.47791
11.9662,0.47781
11.9706,0.47771
11.9749,0.47761
11.9793,0.47751
11.9836,0.47741
11.988,0.47731
11.9923,0.47721
11.9967,0.47711
12.001,0.47701
12.0054,0.47691
12.0097,0.47681
12.0141,0.47671
12.0184,0.47661
12.0228,0.47651
12.0271,0.47641
12.0314,0.47631
12.0358,0.47621
12.0401,0.47611
12.0445,0.47601
12.0488,0.47592
12.0532,0.47582
12.0575,0.47572
12.0619,0.47562
12.0662,0.47552
12.0706,0.47543
12.0749,0.47533
12.0793,0.47523
12.0836,0.47514
12.088,0.47504
12.0923,0.47494
12.0967,0.47485
12.101,0.47475
12.1054,0.47466
