############################
### DOCUMENT
# [1] E. Chu and D. M. Goebel, “High-current lanthanum hexaboride hollow cathode for 10-to-50-kW hall thrusters,” IEEE Trans. Plasma Sci., vol. 40, no. 9, pp. 2133–2144, 2012.
# [2] D. M. Goebel and E. Chu, “High Current Lanthanum Hexaboride Hollow Cathodes for High Power Hall Thrusters,” 32nd Int. Electr. Propuls. Conf., 2011.
### SOFTWARE
# Plot digitized using Engauge Digitizer
### CAPTION
# Density profiles inside the insert at discharge currents up to 100 A for the 1.5-cm cathode at three xenon flow rates
### DATA
# Id (A), mdot (sccm), x (cm), log10(ne) (1/m3)
### NOTES
# The data for x and ne are in a JSON array format. The density also is on a log-scale. The actual density values are 10^ of the values reported here. 
############################
Id,mdot,x,ne
20,8,["0.32717","0.34884","0.36248","0.37773","0.38416","0.38898","0.39542","0.40104","0.41469","0.42352","0.44119","0.46046","0.46929","0.47893","0.48536","0.50062","0.51828","0.52872","0.54157","0.55523","0.57209","0.58815","0.60181","0.60903","0.62669","0.64356","0.67969","0.69897","0.72386","0.75036","0.77766","0.80175","0.82825","0.85555","0.88526","0.91658","0.9471","0.9768","1.01053","1.05148","1.0828","1.11733","1.15185","1.18156","1.21689","1.2482","1.28915","1.31404","1.34535","1.37587","1.41119","1.44572","1.48345","1.526","1.56775","1.60869","1.6392","1.67372","1.70342","1.73794","1.76122","1.79173","1.83668","1.87762","1.91695","1.94826","1.98117","2.01167","2.04136","2.06705","2.09273","2.12243","2.14731","2.177","2.20429","2.22756","2.25324","2.28053","2.30862","2.33511","2.35517","2.38486","2.40814","2.43221","2.46994","2.49723","2.52211","2.56144","2.58551","2.61601","2.65454","2.66979","2.7043","2.74202","2.78055","2.81667","2.85038","2.89291","2.98762","3.04299","3.08473","3.11683","3.16177","3.2051","3.26529","3.35035","3.47634","3.71145","3.84305","3.92409","3.99471"], ["20.05618","20.03881","20.03149","20.02509","20.04612","20.058","20.07994","20.09273","20.10187","20.10187","20.11375","20.12015","20.12472","20.13934","20.15031","20.16676","20.16036","20.1823","20.19692","20.20697","20.22068","20.23988","20.25267","20.25633","20.24536","20.25724","20.28283","20.29745","20.31664","20.3331","20.35229","20.36965","20.38427","20.39524","20.41443","20.43271","20.45282","20.46287","20.48389","20.50308","20.52044","20.53689","20.54786","20.55974","20.5771","20.58989","20.5972","20.60634","20.61548","20.62553","20.63467","20.63923","20.6502","20.65111","20.65476","20.65475","20.65475","20.65657","20.65474","20.6456","20.64377","20.63645","20.63005","20.61907","20.60627","20.59347","20.58158","20.56787","20.54867","20.52856","20.51393","20.49382","20.4737","20.45633","20.43622","20.41611","20.39599","20.37405","20.3512","20.33109","20.30915","20.2872","20.27166","20.25429","20.23144","20.21224","20.19487","20.17841","20.15921","20.14367","20.12721","20.11076","20.09064","20.06961","20.04767","20.02756","20.00287","19.9727","19.9014","19.85569","19.82186","19.79352","19.75421","19.71307","19.65456","19.56132","19.42511","19.15725","19.00916","18.89489","18.81536"]
30,8,["0.39549","0.4268","0.4525","0.48702","0.51915","0.54966","0.58259","0.63077","0.67413","0.70303","0.73836","0.7753","0.80662","0.83633","0.87567","0.9094","0.94392","0.98086","1.0186","1.06758","1.11334","1.15108","1.18962","1.22816","1.27794","1.33174","1.3775","1.4337","1.47786","1.53004","1.58865","1.64084","1.69783","1.73556","1.78855","1.84313","1.88567","1.91778","1.9547","1.98601","2.01812","2.05182","2.08232","2.1048","2.14332","2.18105","2.2284","2.25889","2.28939","2.31025","2.33994","2.36241","2.38809","2.40655","2.42581","2.4523","2.46915","2.50366","2.53897","2.57268","2.60399","2.63208","2.669","2.71073","2.75408","2.7918","2.83514","2.88008","2.9459","3.0414","3.08473","3.12807","3.1698","3.20672","3.24604","3.27814","3.31184","3.34634","3.37924","3.41937","3.45468","3.61998","3.66251","3.69381","3.73473","3.76763","3.7925","3.82941","3.84064","3.88156","3.91607","3.94737","3.98589"], ["20.25361","20.27372","20.2856","20.2993","20.32032","20.35231","20.37151","20.39435","20.41446","20.42816","20.44553","20.46563","20.48026","20.49488","20.51955","20.53143","20.54697","20.56342","20.57895","20.59997","20.61733","20.63287","20.64749","20.66028","20.67856","20.69318","20.70688","20.7151","20.71967","20.72423","20.72788","20.73062","20.72695","20.72421","20.71597","20.69952","20.68671","20.67483","20.65745","20.641","20.63185","20.609","20.59163","20.57791","20.55597","20.52946","20.49015","20.46729","20.43621","20.41884","20.38776","20.36399","20.33839","20.32377","20.30183","20.28994","20.27074","20.24423","20.22137","20.20035","20.18297","20.16652","20.14183","20.11715","20.09429","20.07052","20.03944","20.00653","19.96264","19.88219","19.84197","19.80266","19.76701","19.73044","19.69204","19.6573","19.62165","19.58051","19.5412","19.49641","19.4635","19.28158","19.23587","19.1993","19.14994","19.10423","19.06949","19.01647","18.98356","18.94517","18.90403","18.87569","18.8373"]
40,8,["0.48947","0.52641","0.56013","0.59225","0.62036","0.65649","0.69423","0.72072","0.75043","0.79219","0.82752","0.87649","0.92547","0.97525","1.02263","1.07241","1.10532","1.14788","1.19605","1.25466","1.30604","1.34619","1.39517","1.44173","1.49311","1.53566","1.59266","1.64324","1.68418","1.73636","1.78975","1.83711","1.89251","1.92863","2.15502","2.26139","2.36977","2.44683","2.49499","2.54556","2.58891","2.63467","2.67962","2.71975","2.76229","2.80725","2.84095","2.88671","2.93085","2.96777","3.00951","3.04402","3.08736","3.11785","3.14996","3.18206","3.21095","3.23904","3.26151","3.30004","3.32973","3.3514","3.37387","3.39554","3.42443","3.44369","3.46696","3.49344","3.51591","3.54641","3.5753","3.6074","3.64352","3.65876","3.67962","3.69968","3.72456","3.75345","3.78154","3.80079","3.81604"], ["20.39894","20.4099","20.42818","20.44463","20.46474","20.47936","20.49398","20.5022","20.51408","20.53327","20.54972","20.56069","20.57805","20.59724","20.6146","20.63105","20.63836","20.64475","20.65663","20.67033","20.68038","20.69592","20.70779","20.71144","20.71509","20.71966","20.7224","20.72148","20.7169","20.71461","20.71323","20.7114","20.70728","20.7059","20.70451","20.69581","20.68026","20.66197","20.65465","20.63636","20.63087","20.61899","20.59979","20.5815","20.56687","20.5495","20.52573","20.50835","20.47453","20.45807","20.43156","20.40962","20.38219","20.35568","20.34379","20.30905","20.28985","20.26517","20.24049","20.22403","20.18838","20.17283","20.15455","20.13535","20.1061","20.09056","20.07502","20.04485","20.01468","19.99","19.96531","19.9324","19.9132","19.88944","19.85378","19.83641","19.80259","19.77334","19.7514","19.72489","19.70112"]
50,8,["0.46943","0.51078","0.53648","0.56137","0.57822","0.60753","0.62319","0.6517","0.68342","0.70229","0.73561","0.75487","0.78338","0.80265","0.8143","0.83597","0.85524","0.8986","0.94276","0.98371","1.0082","1.0355","1.07885","1.11498","1.15352","1.19447","1.21615","1.25629","1.29082","1.31731","1.34862","1.37511","1.39519","1.42248","1.45059","1.47387","1.49795","1.52846","1.55576","1.57743","1.59348","1.6264","1.66654","1.71069","1.75565","2.07275","2.12574","2.16025","2.19798","2.24534","2.2927","2.34007","2.381","2.42595","2.46529","2.50863","2.56","2.61057","2.65473","2.6788","2.71894","2.73339","2.77593","2.80642","2.84495","2.87385","2.89793","2.92522","2.94849","2.97337","2.99424","3.0127","3.03196","3.06005","3.08493","3.11221","3.13228","3.15876","3.17481","3.19327","3.21413","3.2326","3.24704","3.26309","3.28235","3.29198","3.32007","3.33291","3.34816","3.37063","3.38828","3.40273","3.43243","3.44927","3.46853","3.48056","3.51107","3.52792","3.55119","3.56483","3.57686","3.59853","3.61459","3.62903","3.63544","3.64667","3.67477","3.6852","3.70446","3.72291","3.73333","3.75099","3.76062","3.78069","3.80476","3.82723"], ["20.46567","20.4812","20.49491","20.50633","20.48714","20.50816","20.51912","20.54563","20.56071","20.57487","20.57807","20.57624","20.60229","20.60731","20.62194","20.61051","20.61873","20.64021","20.65209","20.66853","20.67402","20.67858","20.69503","20.69686","20.71148","20.72244","20.72518","20.73432","20.74345","20.74802","20.75533","20.74619","20.75624","20.76263","20.7736","20.7736","20.76445","20.77176","20.77907","20.77633","20.76627","20.77449","20.77083","20.76809","20.76168","20.74245","20.74336","20.7333","20.72324","20.71044","20.70038","20.68849","20.66746","20.65923","20.6446","20.6254","20.60803","20.58791","20.59248","20.56596","20.55316","20.55042","20.52848","20.50562","20.48825","20.47819","20.46082","20.44436","20.42425","20.41145","20.39865","20.37854","20.36209","20.34197","20.3246","20.30357","20.28895","20.26792","20.2469","20.22678","20.21307","20.20484","20.19021","20.17559","20.15182","20.13628","20.13262","20.12439","20.10062","20.07868","20.05583","20.05126","20.02932","19.99732","19.96715","19.94887","19.94338","19.93698","19.90225","19.87756","19.85471","19.84465","19.83734","19.809","19.78889","19.77061","19.7706","19.75689","19.73038","19.70204","19.67005","19.64537","19.63805","19.63896","19.61063","19.59783"]
60,8,["0.47427","0.49033","0.52004","0.5361","0.57143","0.61158","0.65454","0.70271","0.74768","0.79144","0.83881","0.88136","0.93355","0.97209","1.01304","1.05318","1.10457","1.16558","1.20573","1.24346","1.28682","1.339","1.38075","1.42972","1.47388","1.51161","1.56379","1.59751","1.6521","1.70428","1.76047","1.82389","2.23169","2.28787","2.33925","2.3842","2.42433","2.45644","2.49818","2.54474","2.58487","2.62822","2.67317","2.72133","2.7727","2.82086","2.8642","2.90433","2.94125","2.98459","3.01829","3.06324","3.10658","3.15312","3.19646","3.24621","3.29436","3.34411","3.41313","3.47412","3.53671","3.59769","3.64584","3.71485","3.82718"], ["20.52783","20.53696","20.54702","20.56072","20.57626","20.59454","20.61373","20.63292","20.64754","20.66947","20.68409","20.69963","20.70876","20.71972","20.73252","20.73891","20.75444","20.75809","20.77089","20.78094","20.79007","20.79464","20.79646","20.7992","20.80376","20.79919","20.8001","20.79918","20.7946","20.78728","20.77631","20.76533","20.68576","20.66564","20.65284","20.63455","20.61444","20.59798","20.58884","20.57238","20.5614","20.54495","20.52849","20.51386","20.48826","20.46083","20.4334","20.4078","20.38403","20.35478","20.32552","20.2981","20.26153","20.21948","20.17742","20.12806","20.08052","20.02567","19.95802","19.89037","19.82272","19.75142","19.68925","19.60881","19.46254"]
70,8,["0.52488","0.56021","0.59714","0.62604","0.65655","0.67743","0.70474","0.73364","0.76255","0.78503","0.82035","0.85488","0.92834","1.02871","1.11181","1.20895","1.29486","1.36792","1.43455","1.50038","1.5638","1.65933","1.96759","2.04866","2.12251","2.17469","2.2389","2.28867","2.34003","2.36813","2.42753","2.49736","2.5423","2.61535","2.6908","2.74779","2.79514","2.85935","2.94202","2.99579","3.05197","3.14185","3.24296","3.33926","3.44518","3.53024","3.59443","3.64899","3.71158","3.75169","3.8239"], ["20.60186","20.61465","20.62562","20.6311","20.63475","20.6512","20.67314","20.68776","20.70055","20.69507","20.70466","20.71608","20.73755","20.76634","20.79192","20.80745","20.81384","20.82206","20.82753","20.8257","20.82386","20.81105","20.75069","20.72783","20.70862","20.68942","20.66199","20.63822","20.60896","20.59159","20.57605","20.53856","20.51479","20.48005","20.45445","20.42885","20.40416","20.36485","20.30999","20.2652","20.214","20.13081","20.03208","19.92969","19.81359","19.70572","19.6271","19.54483","19.46438","19.40771","19.29252"]
80,8,["0.53212","0.57267","0.61281","0.66179","0.70153","0.73446","0.76537","0.80832","0.87376","0.94321","1.02711","1.10178","1.19371","1.28202","1.37033","1.47149","1.55739","1.64168","2.06711","2.13454","2.21882","2.28062","2.53345","2.61371","2.71966","2.79672","2.85771","2.91871","2.9797","3.06477","3.12736","3.19798","3.2702","3.34723","3.48203","3.57832","3.69706","3.82704"], ["20.64208","20.66173","20.67315","20.6736","20.69233","20.72067","20.73529","20.72477","20.74579","20.76772","20.79696","20.81614","20.83533","20.84172","20.84674","20.85038","20.84489","20.83208","20.69675","20.66566","20.6236","20.58612","20.45446","20.3987","20.35298","20.32006","20.27801","20.2323","20.18476","20.10614","20.03849","19.97267","19.88308","19.79349","19.61066","19.49182","19.30899","19.1024"]
90,8,["0.56184","0.69674","0.78185","0.92316","0.9914","1.0749","1.17847","1.26838","1.37516","1.47792","1.65051","1.87928","1.99888","2.1281","2.28944","2.38014","2.50213","2.82156","3.07516","3.26533","3.46753","3.5975","3.71785","3.82375"], ["20.68412","20.74352","20.77368","20.81297","20.82576","20.83946","20.8559","20.8632","20.86319","20.86135","20.83848","20.76532","20.71138","20.64098","20.56967","20.51938","20.44167","20.20854","19.98639","19.7478","19.49001","19.27975","19.10241","18.91775"]
100,8,["0.52813","0.58113","0.63572","0.69836","0.80113","0.9039","0.99382","1.09819","1.18008","1.28605","1.3567","1.42574","1.4996","1.56542","1.63606","1.72597","1.77734","1.83673","1.89613","1.94269","1.99726","2.01813","2.03579","2.06148","2.09679","2.10802","2.13532","2.16742","2.1899","2.22842","2.2509","2.27818","2.28781","2.3135","2.33276","2.35523","2.37931","2.39375","2.41142","2.44191","2.45956","2.48524","2.50611","2.53982","2.56068","2.58636","2.61204","2.63611","2.66661","2.67624","2.69549","2.71958","2.74526","2.7854","2.82392","2.84638","2.84639","2.86883","2.88971","2.92342","2.9491","2.96515","2.98602","3.00848","3.03737","3.05663","3.06626","3.07267","3.08711","3.12886","3.14811","3.17378","3.19304","3.20106","3.2171","3.23314","3.24276","3.26041","3.27486","3.28771","3.3182","3.33907","3.34709","3.3551","3.36634","3.39042","3.40648","3.43214","3.44658","3.45941","3.46582","3.47545","3.48668","3.4979","3.50753","3.53964","3.5557","3.57335","3.59099","3.60222","3.60864","3.63592","3.66641","3.67925","3.70331","3.71776","3.737","3.76591","3.78195","3.798","3.80761"], ["20.7152","20.728","20.74079","20.77734","20.80841","20.83582","20.84678","20.86688","20.87418","20.88331","20.8833","20.86867","20.86683","20.8522","20.83574","20.81744","20.79367","20.76259","20.74064","20.72236","20.67847","20.67482","20.66384","20.6547","20.64007","20.6163","20.60716","20.58705","20.5779","20.55596","20.54499","20.52305","20.50659","20.50293","20.48282","20.47002","20.44443","20.4298","20.44259","20.41883","20.38409","20.34752","20.34021","20.32192","20.29815","20.26524","20.23965","20.21953","20.20125","20.172","20.15006","20.15188","20.1336","20.11714","20.08606","20.03304","20.0696","19.98002","19.99281","19.96539","19.93796","19.92151","19.92516","19.87397","19.85203","19.83009","19.81181","19.78438","19.77159","19.76061","19.72587","19.68931","19.66371","19.63812","19.60338","19.55402","19.53391","19.501","19.48637","19.49917","19.47174","19.44614","19.42786","19.3913","19.38216","19.38215","19.38581","19.32913","19.29622","19.26332","19.23589","19.21213","19.18836","19.15362","19.13351","19.13716","19.13716","19.10608","19.05489","19.03112","19.01833","18.99273","18.95068","18.92874","18.87572","18.86658","18.80442","18.81904","18.77333","18.76053","18.71849"]
20,10,["0.23661","0.25195","0.2673","0.28264","0.29799","0.31333","0.33251","0.34402","0.35553","0.36705","0.38239","0.3939","0.41692","0.43227","0.44762","0.46296","0.47448","0.48215","0.48983","0.50134","0.50902","0.52437","0.55122","0.56656","0.58574","0.59726","0.61644","0.63179","0.64713","0.66248","0.67783","0.69317","0.70852","0.72387","0.73921","0.75456","0.77374","0.78909","0.80444","0.81595","0.83513","0.85048","0.86583","0.88117","0.89652","0.90803","0.92721","0.94256","0.95791","0.97709","0.99243","1.01162","1.02696","1.04231","1.05765","1.07684","1.09218","1.11137","1.12671","1.14589","1.16124","1.18042","1.19577","1.21495","1.23413","1.25331","1.26866","1.28784","1.30702","1.3262","1.34538","1.36073","1.37607","1.39525","1.41443","1.42978","1.44896","1.46814","1.48732","1.50266","1.52184","1.54102","1.5602","1.57938","1.59472","1.6139","1.63308","1.64842","1.6676","1.68295","1.70212","1.71747","1.73664","1.75199","1.76733","1.78267","1.79801","1.81335","1.82869","1.84787","1.86321","1.87855","1.8939","1.9054","1.92074","1.93608","1.95142","1.96676","1.98211","2.00512","2.02046","2.0358","2.05114","2.05881","2.08949","2.10099","2.11633","2.12784","2.13934","2.15468","2.16618","2.17769","2.19303","2.20837","2.21987","2.23521","2.24672","2.25822","2.26972","2.28123","2.29273","2.30807","2.31574","2.32724","2.34258","2.35025","2.36559","2.38476","2.39243","2.43461","2.44612","2.46529","2.48063","2.49214","2.50747","2.51898","2.53432","2.54966","2.565","2.5765","2.59184","2.60718","2.62252","2.63787","2.64937","2.66855","2.67621","2.69156","2.7069","2.72607","2.74141","2.75675","2.77209","2.78743","2.80277","2.81811","2.82961","2.84496","2.85646","2.8718","2.88714","2.89864","2.91015","2.92165","2.93699","2.95233","2.96384","2.98301","2.99451","3.00985","3.02136","3.03286","3.0482","3.0597","3.07121","3.08271","3.09805","3.11339","3.12489","3.1364","3.1479","3.16324","3.17474","3.18625","3.19775","3.20542","3.21309","3.24472","3.26677","3.27828","3.29361","3.30512","3.31279","3.32813","3.34347","3.35497","3.36647","3.37798","3.38948","3.40482","3.41633","3.43167","3.4355","3.45084","3.4585","3.47385","3.48151","3.49493","3.51219","3.52369","3.5352","3.54286","3.55437","3.56971","3.57738","3.62531","3.66175","3.6838","3.71447","3.72598","3.76721","3.80364","3.82857","3.86021","3.9072","3.94171","3.96951"], ["20.16174","20.16549","20.17298","20.16923","20.17297","20.17297","20.16922","20.18421","20.1992","20.21044","20.21793","20.23292","20.23292","20.24416","20.25165","20.26664","20.27788","20.29287","20.31161","20.3266","20.3416","20.35284","20.35283","20.35283","20.35657","20.36781","20.3753","20.3828","20.39404","20.39778","20.40902","20.42027","20.42776","20.43525","20.44649","20.45773","20.46523","20.47647","20.48021","20.49145","20.49895","20.51019","20.52143","20.52517","20.53267","20.54391","20.54765","20.55889","20.56638","20.57388","20.58137","20.58886","20.6001","20.6076","20.60759","20.61883","20.62633","20.63007","20.63756","20.64505","20.65255","20.65629","20.66378","20.66753","20.67127","20.67876","20.68251","20.68625","20.69","20.69374","20.69373","20.69748","20.70122","20.70497","20.70121","20.70496","20.70495","20.70495","20.70495","20.70119","20.70494","20.70119","20.70118","20.70118","20.69368","20.69367","20.68992","20.68242","20.68241","20.67491","20.67116","20.66366","20.65616","20.65241","20.64116","20.63366","20.62991","20.62241","20.61116","20.60741","20.59616","20.58866","20.57741","20.56991","20.55866","20.55116","20.54366","20.53241","20.52491","20.50242","20.49117","20.48367","20.47242","20.45743","20.43868","20.42368","20.41244","20.40119","20.38994","20.37869","20.3637","20.35245","20.33745","20.3262","20.31496","20.29996","20.28871","20.27372","20.25872","20.24373","20.23248","20.22123","20.20624","20.19124","20.17999","20.165","20.16124","20.13875","20.12376","20.07877","20.07127","20.04503","20.03753","20.02253","20.00753","19.99629","19.98504","19.97379","19.95879","19.94755","19.9363","19.92505","19.9138","19.9063","19.89131","19.8838","19.86881","19.85756","19.84631","19.82382","19.81257","19.80507","19.79382","19.78257","19.76758","19.75633","19.74133","19.73383","19.71884","19.70759","19.69634","19.68509","19.67385","19.6551","19.6476","19.63635","19.62511","19.59512","19.58012","19.57262","19.55388","19.54263","19.52763","19.51638","19.50139","19.48639","19.47514","19.46764","19.45265","19.43765","19.42266","19.40766","19.39267","19.37767","19.36267","19.34768","19.33643","19.30644","19.27645","19.2652","19.2502","19.23521","19.22021","19.20897","19.19772","19.18272","19.16773","19.15648","19.14148","19.13023","19.11899","19.10774","19.089","19.0815","19.06275","19.059","19.04401","19.02807","19.01027","18.99527","18.98027","18.96528","18.95028","18.94653","18.92779","18.8903","18.87061","18.84343","18.80594","18.78626","18.76095","18.73095","18.72158","18.70939","18.69064","18.65689","18.62222"]
