############################
### DOCUMENT
# [1] E. Chu and D. M. Goebel, "High-current lanthanum hexaboride hollow cathode for 10-to-50-kW hall thrusters," IEEE Transactions on Plasma Science, vol. 40, no. 9, pp. 2133–2144, 2012.
# [2] D. M. Goebel and E. Chu, "High Current Lanthanum Hexaboride Hollow Cathodes for High Power Hall Thrusters," 32nd IEPC, 2011.
# [3] G. Becatti, D. M. Goebel, J. E. Polk, and P. Guerrero, “Life Evaluation of a Lanthanum Hexaboride Hollow Cathode for High-Power Hall Thruster,” Journal of Propulsion and Power, vol. 34, no. 4, pp. 893–900, 2017.
### SOFTWARE
# Plot digitized using Engauge Digitizer
### CAPTION
# [1] Fig. 7. Plasma potential and electron temperature profiles in the 1.5-cm cathode at three xenon flow rates and (top) 50 and (bottom) 100 A.
# [1] Fig. 8. Electron temperature versus discharge current for three xenon flow rates.
# [1] Fig. 9. Plasma density profiles inside the 1.5-cm cathode for two xenon flow rates.
# [2] Figure 10. Density profiles inside the insert at discharge currents up to 100 A for the 1.5-cm cathode at three xenon flow rates.
# [3] Fig. 6 Plasma density profiles at 25 A for a) 5 mm orifice, and b) 3 mm orifice.
# [3] Fig. 7 Plasma density profiles at 13 sccm for a) 5 mm orifice, and b) 3 mm orifice.
### DATA
# Id (A), log10(electron density) vs. x (in 1/m3 and mm, resp.), electron temperature vs. x (in eV and mm), idxmax, idxmin, dc (mm), mass flow (sccm of Xe), do (mm), Lo (mm), plasma potential vs. x (in V and mm)
### NOTES
# We merged the 10 sccm plot from [2] into the folder of [1].
############################
dischargeCurrent,electronDensity,electronTemperature,gasMass,idxmax,idxmin,insertDiameter,massFlowRate_sccm,orificeDiameter,orificeLength,plasmaPotential
20.0,"[[  3.2717   20.05618]
 [  3.4884   20.03881]
 [  3.6248   20.03149]
 [  3.7773   20.02509]
 [  3.8416   20.04612]
 [  3.8898   20.058  ]
 [  3.9542   20.07994]
 [  4.0104   20.09273]
 [  4.1469   20.10187]
 [  4.2352   20.10187]
 [  4.4119   20.11375]
 [  4.6046   20.12015]
 [  4.6929   20.12472]
 [  4.7893   20.13934]
 [  4.8536   20.15031]
 [  5.0062   20.16676]
 [  5.1828   20.16036]
 [  5.2872   20.1823 ]
 [  5.4157   20.19692]
 [  5.5523   20.20697]
 [  5.7209   20.22068]
 [  5.8815   20.23988]
 [  6.0181   20.25267]
 [  6.0903   20.25633]
 [  6.2669   20.24536]
 [  6.4356   20.25724]
 [  6.7969   20.28283]
 [  6.9897   20.29745]
 [  7.2386   20.31664]
 [  7.5036   20.3331 ]
 [  7.7766   20.35229]
 [  8.0175   20.36965]
 [  8.2825   20.38427]
 [  8.5555   20.39524]
 [  8.8526   20.41443]
 [  9.1658   20.43271]
 [  9.471    20.45282]
 [  9.768    20.46287]
 [ 10.1053   20.48389]
 [ 10.5148   20.50308]
 [ 10.828    20.52044]
 [ 11.1733   20.53689]
 [ 11.5185   20.54786]
 [ 11.8156   20.55974]
 [ 12.1689   20.5771 ]
 [ 12.482    20.58989]
 [ 12.8915   20.5972 ]
 [ 13.1404   20.60634]
 [ 13.4535   20.61548]
 [ 13.7587   20.62553]
 [ 14.1119   20.63467]
 [ 14.4572   20.63923]
 [ 14.8345   20.6502 ]
 [ 15.26     20.65111]
 [ 15.6775   20.65476]
 [ 16.0869   20.65475]
 [ 16.392    20.65475]
 [ 16.7372   20.65657]
 [ 17.0342   20.65474]
 [ 17.3794   20.6456 ]
 [ 17.6122   20.64377]
 [ 17.9173   20.63645]
 [ 18.3668   20.63005]
 [ 18.7762   20.61907]
 [ 19.1695   20.60627]
 [ 19.4826   20.59347]
 [ 19.8117   20.58158]
 [ 20.1167   20.56787]
 [ 20.4136   20.54867]
 [ 20.6705   20.52856]
 [ 20.9273   20.51393]
 [ 21.2243   20.49382]
 [ 21.4731   20.4737 ]
 [ 21.77     20.45633]
 [ 22.0429   20.43622]
 [ 22.2756   20.41611]
 [ 22.5324   20.39599]
 [ 22.8053   20.37405]
 [ 23.0862   20.3512 ]
 [ 23.3511   20.33109]
 [ 23.5517   20.30915]
 [ 23.8486   20.2872 ]
 [ 24.0814   20.27166]
 [ 24.3221   20.25429]
 [ 24.6994   20.23144]
 [ 24.9723   20.21224]
 [ 25.2211   20.19487]
 [ 25.6144   20.17841]
 [ 25.8551   20.15921]
 [ 26.1601   20.14367]
 [ 26.5454   20.12721]
 [ 26.6979   20.11076]
 [ 27.043    20.09064]
 [ 27.4202   20.06961]
 [ 27.8055   20.04767]
 [ 28.1667   20.02756]
 [ 28.5038   20.00287]
 [ 28.9291   19.9727 ]
 [ 29.8762   19.9014 ]
 [ 30.4299   19.85569]
 [ 30.8473   19.82186]
 [ 31.1683   19.79352]
 [ 31.6177   19.75421]
 [ 32.051    19.71307]
 [ 32.6529   19.65456]
 [ 33.5035   19.56132]
 [ 34.7634   19.42511]
 [ 37.1145   19.15725]
 [ 38.4305   19.00916]
 [ 39.2409   18.89489]
 [ 39.9471   18.81536]]",[ 2.26648],131.293,,-15,7.0,8.0,3.8,1.0,
30.0,"[[  3.9549   20.25361]
 [  4.268    20.27372]
 [  4.525    20.2856 ]
 [  4.8702   20.2993 ]
 [  5.1915   20.32032]
 [  5.4966   20.35231]
 [  5.8259   20.37151]
 [  6.3077   20.39435]
 [  6.7413   20.41446]
 [  7.0303   20.42816]
 [  7.3836   20.44553]
 [  7.753    20.46563]
 [  8.0662   20.48026]
 [  8.3633   20.49488]
 [  8.7567   20.51955]
 [  9.094    20.53143]
 [  9.4392   20.54697]
 [  9.8086   20.56342]
 [ 10.186    20.57895]
 [ 10.6758   20.59997]
 [ 11.1334   20.61733]
 [ 11.5108   20.63287]
 [ 11.8962   20.64749]
 [ 12.2816   20.66028]
 [ 12.7794   20.67856]
 [ 13.3174   20.69318]
 [ 13.775    20.70688]
 [ 14.337    20.7151 ]
 [ 14.7786   20.71967]
 [ 15.3004   20.72423]
 [ 15.8865   20.72788]
 [ 16.4084   20.73062]
 [ 16.9783   20.72695]
 [ 17.3556   20.72421]
 [ 17.8855   20.71597]
 [ 18.4313   20.69952]
 [ 18.8567   20.68671]
 [ 19.1778   20.67483]
 [ 19.547    20.65745]
 [ 19.8601   20.641  ]
 [ 20.1812   20.63185]
 [ 20.5182   20.609  ]
 [ 20.8232   20.59163]
 [ 21.048    20.57791]
 [ 21.4332   20.55597]
 [ 21.8105   20.52946]
 [ 22.284    20.49015]
 [ 22.5889   20.46729]
 [ 22.8939   20.43621]
 [ 23.1025   20.41884]
 [ 23.3994   20.38776]
 [ 23.6241   20.36399]
 [ 23.8809   20.33839]
 [ 24.0655   20.32377]
 [ 24.2581   20.30183]
 [ 24.523    20.28994]
 [ 24.6915   20.27074]
 [ 25.0366   20.24423]
 [ 25.3897   20.22137]
 [ 25.7268   20.20035]
 [ 26.0399   20.18297]
 [ 26.3208   20.16652]
 [ 26.69     20.14183]
 [ 27.1073   20.11715]
 [ 27.5408   20.09429]
 [ 27.918    20.07052]
 [ 28.3514   20.03944]
 [ 28.8008   20.00653]
 [ 29.459    19.96264]
 [ 30.414    19.88219]
 [ 30.8473   19.84197]
 [ 31.2807   19.80266]
 [ 31.698    19.76701]
 [ 32.0672   19.73044]
 [ 32.4604   19.69204]
 [ 32.7814   19.6573 ]
 [ 33.1184   19.62165]
 [ 33.4634   19.58051]
 [ 33.7924   19.5412 ]
 [ 34.1937   19.49641]
 [ 34.5468   19.4635 ]
 [ 36.1998   19.28158]
 [ 36.6251   19.23587]
 [ 36.9381   19.1993 ]
 [ 37.3473   19.14994]
 [ 37.6763   19.10423]
 [ 37.925    19.06949]
 [ 38.2941   19.01647]
 [ 38.4064   18.98356]
 [ 38.8156   18.94517]
 [ 39.1607   18.90403]
 [ 39.4737   18.87569]
 [ 39.8589   18.8373 ]]",[ 2.25549],131.293,,-20,7.0,8.0,3.8,1.0,
40.0,"[[  4.8947   20.39894]
 [  5.2641   20.4099 ]
 [  5.6013   20.42818]
 [  5.9225   20.44463]
 [  6.2036   20.46474]
 [  6.5649   20.47936]
 [  6.9423   20.49398]
 [  7.2072   20.5022 ]
 [  7.5043   20.51408]
 [  7.9219   20.53327]
 [  8.2752   20.54972]
 [  8.7649   20.56069]
 [  9.2547   20.57805]
 [  9.7525   20.59724]
 [ 10.2263   20.6146 ]
 [ 10.7241   20.63105]
 [ 11.0532   20.63836]
 [ 11.4788   20.64475]
 [ 11.9605   20.65663]
 [ 12.5466   20.67033]
 [ 13.0604   20.68038]
 [ 13.4619   20.69592]
 [ 13.9517   20.70779]
 [ 14.4173   20.71144]
 [ 14.9311   20.71509]
 [ 15.3566   20.71966]
 [ 15.9266   20.7224 ]
 [ 16.4324   20.72148]
 [ 16.8418   20.7169 ]
 [ 17.3636   20.71461]
 [ 17.8975   20.71323]
 [ 18.3711   20.7114 ]
 [ 18.9251   20.70728]
 [ 19.2863   20.7059 ]
 [ 21.5502   20.70451]
 [ 22.6139   20.69581]
 [ 23.6977   20.68026]
 [ 24.4683   20.66197]
 [ 24.9499   20.65465]
 [ 25.4556   20.63636]
 [ 25.8891   20.63087]
 [ 26.3467   20.61899]
 [ 26.7962   20.59979]
 [ 27.1975   20.5815 ]
 [ 27.6229   20.56687]
 [ 28.0725   20.5495 ]
 [ 28.4095   20.52573]
 [ 28.8671   20.50835]
 [ 29.3085   20.47453]
 [ 29.6777   20.45807]
 [ 30.0951   20.43156]
 [ 30.4402   20.40962]
 [ 30.8736   20.38219]
 [ 31.1785   20.35568]
 [ 31.4996   20.34379]
 [ 31.8206   20.30905]
 [ 32.1095   20.28985]
 [ 32.3904   20.26517]
 [ 32.6151   20.24049]
 [ 33.0004   20.22403]
 [ 33.2973   20.18838]
 [ 33.514    20.17283]
 [ 33.7387   20.15455]
 [ 33.9554   20.13535]
 [ 34.2443   20.1061 ]
 [ 34.4369   20.09056]
 [ 34.6696   20.07502]
 [ 34.9344   20.04485]
 [ 35.1591   20.01468]
 [ 35.4641   19.99   ]
 [ 35.753    19.96531]
 [ 36.074    19.9324 ]
 [ 36.4352   19.9132 ]
 [ 36.5876   19.88944]
 [ 36.7962   19.85378]
 [ 36.9968   19.83641]
 [ 37.2456   19.80259]
 [ 37.5345   19.77334]
 [ 37.8154   19.7514 ]
 [ 38.0079   19.72489]
 [ 38.1604   19.70112]]",[ 2.2033],131.293,,-30,7.0,8.0,3.8,1.0,
50.0,"[[  4.6943   20.46567]
 [  5.1078   20.4812 ]
 [  5.3648   20.49491]
 [  5.6137   20.50633]
 [  5.7822   20.48714]
 [  6.0753   20.50816]
 [  6.2319   20.51912]
 [  6.517    20.54563]
 [  6.8342   20.56071]
 [  7.0229   20.57487]
 [  7.3561   20.57807]
 [  7.5487   20.57624]
 [  7.8338   20.60229]
 [  8.0265   20.60731]
 [  8.143    20.62194]
 [  8.3597   20.61051]
 [  8.5524   20.61873]
 [  8.986    20.64021]
 [  9.4276   20.65209]
 [  9.8371   20.66853]
 [ 10.082    20.67402]
 [ 10.355    20.67858]
 [ 10.7885   20.69503]
 [ 11.1498   20.69686]
 [ 11.5352   20.71148]
 [ 11.9447   20.72244]
 [ 12.1615   20.72518]
 [ 12.5629   20.73432]
 [ 12.9082   20.74345]
 [ 13.1731   20.74802]
 [ 13.4862   20.75533]
 [ 13.7511   20.74619]
 [ 13.9519   20.75624]
 [ 14.2248   20.76263]
 [ 14.5059   20.7736 ]
 [ 14.7387   20.7736 ]
 [ 14.9795   20.76445]
 [ 15.2846   20.77176]
 [ 15.5576   20.77907]
 [ 15.7743   20.77633]
 [ 15.9348   20.76627]
 [ 16.264    20.77449]
 [ 16.6654   20.77083]
 [ 17.1069   20.76809]
 [ 17.5565   20.76168]
 [ 20.7275   20.74245]
 [ 21.2574   20.74336]
 [ 21.6025   20.7333 ]
 [ 21.9798   20.72324]
 [ 22.4534   20.71044]
 [ 22.927    20.70038]
 [ 23.4007   20.68849]
 [ 23.81     20.66746]
 [ 24.2595   20.65923]
 [ 24.6529   20.6446 ]
 [ 25.0863   20.6254 ]
 [ 25.6      20.60803]
 [ 26.1057   20.58791]
 [ 26.5473   20.59248]
 [ 26.788    20.56596]
 [ 27.1894   20.55316]
 [ 27.3339   20.55042]
 [ 27.7593   20.52848]
 [ 28.0642   20.50562]
 [ 28.4495   20.48825]
 [ 28.7385   20.47819]
 [ 28.9793   20.46082]
 [ 29.2522   20.44436]
 [ 29.4849   20.42425]
 [ 29.7337   20.41145]
 [ 29.9424   20.39865]
 [ 30.127    20.37854]
 [ 30.3196   20.36209]
 [ 30.6005   20.34197]
 [ 30.8493   20.3246 ]
 [ 31.1221   20.30357]
 [ 31.3228   20.28895]
 [ 31.5876   20.26792]
 [ 31.7481   20.2469 ]
 [ 31.9327   20.22678]
 [ 32.1413   20.21307]
 [ 32.326    20.20484]
 [ 32.4704   20.19021]
 [ 32.6309   20.17559]
 [ 32.8235   20.15182]
 [ 32.9198   20.13628]
 [ 33.2007   20.13262]
 [ 33.3291   20.12439]
 [ 33.4816   20.10062]
 [ 33.7063   20.07868]
 [ 33.8828   20.05583]
 [ 34.0273   20.05126]
 [ 34.3243   20.02932]
 [ 34.4927   19.99732]
 [ 34.6853   19.96715]
 [ 34.8056   19.94887]
 [ 35.1107   19.94338]
 [ 35.2792   19.93698]
 [ 35.5119   19.90225]
 [ 35.6483   19.87756]
 [ 35.7686   19.85471]
 [ 35.9853   19.84465]
 [ 36.1459   19.83734]
 [ 36.2903   19.809  ]
 [ 36.3544   19.78889]
 [ 36.4667   19.77061]
 [ 36.7477   19.7706 ]
 [ 36.852    19.75689]
 [ 37.0446   19.73038]
 [ 37.2291   19.70204]
 [ 37.3333   19.67005]
 [ 37.5099   19.64537]
 [ 37.6062   19.63805]
 [ 37.8069   19.63896]
 [ 38.0476   19.61063]
 [ 38.2723   19.59783]]","[[  3.0047   2.3191]
 [  8.0215   2.392 ]
 [  9.0141   2.4066]
 [ 15.0235   1.969 ]
 [ 20.0134   1.6481]
 [ 29.0543   1.2835]
 [ 35.0101   1.2252]]",131.293,,-40,7.0,8.0,3.8,1.0,"[[  7.9946  12.9225]
 [  9.0677  12.2954]
 [ 14.9966   9.0866]
 [ 29.0007   8.4011]
 [ 35.0101   8.5907]]"
60.0,"[[  4.7427   20.52783]
 [  4.9033   20.53696]
 [  5.2004   20.54702]
 [  5.361    20.56072]
 [  5.7143   20.57626]
 [  6.1158   20.59454]
 [  6.5454   20.61373]
 [  7.0271   20.63292]
 [  7.4768   20.64754]
 [  7.9144   20.66947]
 [  8.3881   20.68409]
 [  8.8136   20.69963]
 [  9.3355   20.70876]
 [  9.7209   20.71972]
 [ 10.1304   20.73252]
 [ 10.5318   20.73891]
 [ 11.0457   20.75444]
 [ 11.6558   20.75809]
 [ 12.0573   20.77089]
 [ 12.4346   20.78094]
 [ 12.8682   20.79007]
 [ 13.39     20.79464]
 [ 13.8075   20.79646]
 [ 14.2972   20.7992 ]
 [ 14.7388   20.80376]
 [ 15.1161   20.79919]
 [ 15.6379   20.8001 ]
 [ 15.9751   20.79918]
 [ 16.521    20.7946 ]
 [ 17.0428   20.78728]
 [ 17.6047   20.77631]
 [ 18.2389   20.76533]
 [ 22.3169   20.68576]
 [ 22.8787   20.66564]
 [ 23.3925   20.65284]
 [ 23.842    20.63455]
 [ 24.2433   20.61444]
 [ 24.5644   20.59798]
 [ 24.9818   20.58884]
 [ 25.4474   20.57238]
 [ 25.8487   20.5614 ]
 [ 26.2822   20.54495]
 [ 26.7317   20.52849]
 [ 27.2133   20.51386]
 [ 27.727    20.48826]
 [ 28.2086   20.46083]
 [ 28.642    20.4334 ]
 [ 29.0433   20.4078 ]
 [ 29.4125   20.38403]
 [ 29.8459   20.35478]
 [ 30.1829   20.32552]
 [ 30.6324   20.2981 ]
 [ 31.0658   20.26153]
 [ 31.5312   20.21948]
 [ 31.9646   20.17742]
 [ 32.4621   20.12806]
 [ 32.9436   20.08052]
 [ 33.4411   20.02567]
 [ 34.1313   19.95802]
 [ 34.7412   19.89037]
 [ 35.3671   19.82272]
 [ 35.9769   19.75142]
 [ 36.4584   19.68925]
 [ 37.1485   19.60881]
 [ 38.2718   19.46254]]",[ 2.1978],131.293,,-20,7.0,8.0,3.8,1.0,
70.0,"[[  5.2488   20.60186]
 [  5.6021   20.61465]
 [  5.9714   20.62562]
 [  6.2604   20.6311 ]
 [  6.5655   20.63475]
 [  6.7743   20.6512 ]
 [  7.0474   20.67314]
 [  7.3364   20.68776]
 [  7.6255   20.70055]
 [  7.8503   20.69507]
 [  8.2035   20.70466]
 [  8.5488   20.71608]
 [  9.2834   20.73755]
 [ 10.2871   20.76634]
 [ 11.1181   20.79192]
 [ 12.0895   20.80745]
 [ 12.9486   20.81384]
 [ 13.6792   20.82206]
 [ 14.3455   20.82753]
 [ 15.0038   20.8257 ]
 [ 15.638    20.82386]
 [ 16.5933   20.81105]
 [ 19.6759   20.75069]
 [ 20.4866   20.72783]
 [ 21.2251   20.70862]
 [ 21.7469   20.68942]
 [ 22.389    20.66199]
 [ 22.8867   20.63822]
 [ 23.4003   20.60896]
 [ 23.6813   20.59159]
 [ 24.2753   20.57605]
 [ 24.9736   20.53856]
 [ 25.423    20.51479]
 [ 26.1535   20.48005]
 [ 26.908    20.45445]
 [ 27.4779   20.42885]
 [ 27.9514   20.40416]
 [ 28.5935   20.36485]
 [ 29.4202   20.30999]
 [ 29.9579   20.2652 ]
 [ 30.5197   20.214  ]
 [ 31.4185   20.13081]
 [ 32.4296   20.03208]
 [ 33.3926   19.92969]
 [ 34.4518   19.81359]
 [ 35.3024   19.70572]
 [ 35.9443   19.6271 ]
 [ 36.4899   19.54483]
 [ 37.1158   19.46438]
 [ 37.5169   19.40771]
 [ 38.239    19.29252]]",[ 2.17033],131.293,,-15,7.0,8.0,3.8,1.0,
80.0,"[[  5.3212   20.64208]
 [  5.7267   20.66173]
 [  6.1281   20.67315]
 [  6.6179   20.6736 ]
 [  7.0153   20.69233]
 [  7.3446   20.72067]
 [  7.6537   20.73529]
 [  8.0832   20.72477]
 [  8.7376   20.74579]
 [  9.4321   20.76772]
 [ 10.2711   20.79696]
 [ 11.0178   20.81614]
 [ 11.9371   20.83533]
 [ 12.8202   20.84172]
 [ 13.7033   20.84674]
 [ 14.7149   20.85038]
 [ 15.5739   20.84489]
 [ 16.4168   20.83208]
 [ 20.6711   20.69675]
 [ 21.3454   20.66566]
 [ 22.1882   20.6236 ]
 [ 22.8062   20.58612]
 [ 25.3345   20.45446]
 [ 26.1371   20.3987 ]
 [ 27.1966   20.35298]
 [ 27.9672   20.32006]
 [ 28.5771   20.27801]
 [ 29.1871   20.2323 ]
 [ 29.797    20.18476]
 [ 30.6477   20.10614]
 [ 31.2736   20.03849]
 [ 31.9798   19.97267]
 [ 32.702    19.88308]
 [ 33.4723   19.79349]
 [ 34.8203   19.61066]
 [ 35.7832   19.49182]
 [ 36.9706   19.30899]
 [ 38.2704   19.1024 ]]",[ 2.09615],131.293,,-15,7.0,8.0,3.8,1.0,
100.0,"[[  5.2813   20.7152 ]
 [  5.8113   20.728  ]
 [  6.3572   20.74079]
 [  6.9836   20.77734]
 [  8.0113   20.80841]
 [  9.039    20.83582]
 [  9.9382   20.84678]
 [ 10.9819   20.86688]
 [ 11.8008   20.87418]
 [ 12.8605   20.88331]
 [ 13.567    20.8833 ]
 [ 14.2574   20.86867]
 [ 14.996    20.86683]
 [ 15.6542   20.8522 ]
 [ 16.3606   20.83574]
 [ 17.2597   20.81744]
 [ 17.7734   20.79367]
 [ 18.3673   20.76259]
 [ 18.9613   20.74064]
 [ 19.4269   20.72236]
 [ 19.9726   20.67847]
 [ 20.1813   20.67482]
 [ 20.3579   20.66384]
 [ 20.6148   20.6547 ]
 [ 20.9679   20.64007]
 [ 21.0802   20.6163 ]
 [ 21.3532   20.60716]
 [ 21.6742   20.58705]
 [ 21.899    20.5779 ]
 [ 22.2842   20.55596]
 [ 22.509    20.54499]
 [ 22.7818   20.52305]
 [ 22.8781   20.50659]
 [ 23.135    20.50293]
 [ 23.3276   20.48282]
 [ 23.5523   20.47002]
 [ 23.7931   20.44443]
 [ 23.9375   20.4298 ]
 [ 24.1142   20.44259]
 [ 24.4191   20.41883]
 [ 24.5956   20.38409]
 [ 24.8524   20.34752]
 [ 25.0611   20.34021]
 [ 25.3982   20.32192]
 [ 25.6068   20.29815]
 [ 25.8636   20.26524]
 [ 26.1204   20.23965]
 [ 26.3611   20.21953]
 [ 26.6661   20.20125]
 [ 26.7624   20.172  ]
 [ 26.9549   20.15006]
 [ 27.1958   20.15188]
 [ 27.4526   20.1336 ]
 [ 27.854    20.11714]
 [ 28.2392   20.08606]
 [ 28.4638   20.03304]
 [ 28.4639   20.0696 ]
 [ 28.6883   19.98002]
 [ 28.8971   19.99281]
 [ 29.2342   19.96539]
 [ 29.491    19.93796]
 [ 29.6515   19.92151]
 [ 29.8602   19.92516]
 [ 30.0848   19.87397]
 [ 30.3737   19.85203]
 [ 30.5663   19.83009]
 [ 30.6626   19.81181]
 [ 30.7267   19.78438]
 [ 30.8711   19.77159]
 [ 31.2886   19.76061]
 [ 31.4811   19.72587]
 [ 31.7378   19.68931]
 [ 31.9304   19.66371]
 [ 32.0106   19.63812]
 [ 32.171    19.60338]
 [ 32.3314   19.55402]
 [ 32.4276   19.53391]
 [ 32.6041   19.501  ]
 [ 32.7486   19.48637]
 [ 32.8771   19.49917]
 [ 33.182    19.47174]
 [ 33.3907   19.44614]
 [ 33.4709   19.42786]
 [ 33.551    19.3913 ]
 [ 33.6634   19.38216]
 [ 33.9042   19.38215]
 [ 34.0648   19.38581]
 [ 34.3214   19.32913]
 [ 34.4658   19.29622]
 [ 34.5941   19.26332]
 [ 34.6582   19.23589]
 [ 34.7545   19.21213]
 [ 34.8668   19.18836]
 [ 34.979    19.15362]
 [ 35.0753   19.13351]
 [ 35.3964   19.13716]
 [ 35.557    19.13716]
 [ 35.7335   19.10608]
 [ 35.9099   19.05489]
 [ 36.0222   19.03112]
 [ 36.0864   19.01833]
 [ 36.3592   18.99273]
 [ 36.6641   18.95068]
 [ 36.7925   18.92874]
 [ 37.0331   18.87572]
 [ 37.1776   18.86658]
 [ 37.37     18.80442]
 [ 37.6591   18.81904]
 [ 37.8195   18.77333]
 [ 37.98     18.76053]
 [ 38.0761   18.71849]]","[[  3.9703   3.1733]
 [  7.9619   3.0133]
 [ 14.0026   2.3363]
 [ 21.0141   1.5859]
 [ 27.9996   1.3541]
 [ 35.0122   1.2259]]",131.293,,-50,7.0,8.0,3.8,1.0,"[[  4.0417  13.5289]
 [  7.9783  12.7022]
 [ 14.0132   8.603 ]
 [ 21.0511   7.5119]
 [ 27.9827   7.3096]]"
90.0,"[[  5.6184   20.68412]
 [  6.9674   20.74352]
 [  7.8185   20.77368]
 [  9.2316   20.81297]
 [  9.914    20.82576]
 [ 10.749    20.83946]
 [ 11.7847   20.8559 ]
 [ 12.6838   20.8632 ]
 [ 13.7516   20.86319]
 [ 14.7792   20.86135]
 [ 16.5051   20.83848]
 [ 18.7928   20.76532]
 [ 19.9888   20.71138]
 [ 21.281    20.64098]
 [ 22.8944   20.56967]
 [ 23.8014   20.51938]
 [ 25.0213   20.44167]
 [ 28.2156   20.20854]
 [ 30.7516   19.98639]
 [ 32.6533   19.7478 ]
 [ 34.6753   19.49001]
 [ 35.975    19.27975]
 [ 37.1785   19.10241]
 [ 38.2375   18.91775]]",[ 2.13736],131.293,,-7,7.0,8.0,3.8,1.0,
