############################
### DOCUMENT
# [1] M. Capacci, M. Minucci, and A. Severi, “Simple numerical model describing discharge parameters in orificed hollow cathode devices,” 33rd Jt. Propuls. Conf. Exhib., 1997.
### SOFTWARE
# Plot digitized using Engauge Digitizer
### CAPTION
# Discharge voltage vs. discharge current 
### DATA
# Id (A), Vd (V) 
### NOTES
# The cathode is the A5000. Mass flow rate is 2 sccm
############################
Id,Vd
0.48532,12.8257
0.5402,12.5035
0.59617,12.2763
0.66,11.9382
0.70473,11.8956
0.72267,11.7267
0.75847,11.642
0.78536,11.473
0.82117,11.3461
0.84803,11.2615
0.8749,11.1347
0.90178,10.9657
0.92866,10.8389
0.95554,10.6699
1.00142,10.5324
1.0618,10.4843
1.10768,10.331
1.1524,10.3305
1.19711,10.33
1.23291,10.2453
1.27762,10.2448
1.31342,10.1601
1.3492,10.1597
1.385,10.075
1.42971,10.0745
1.46552,9.9476
1.51024,9.9472
1.55495,9.9467
1.59967,9.9462
1.64438,9.9458
1.6891,9.9453
1.73381,9.9448
1.77852,9.9443
1.82324,9.9439
1.86795,9.9434
1.91267,9.9429
2.00211,9.8998
2.04681,9.9415
2.09152,9.941
2.13624,9.9406
2.18095,9.9401
2.22567,9.9396
2.27038,9.9392
2.3151,9.9387
2.35981,9.9382
2.40452,9.9377
2.44924,9.9373
2.49395,9.9368
2.5297,10.0208
2.57441,10.0203
2.61017,10.0621
2.65488,10.0616
2.69063,10.1456
2.73534,10.1451
2.78005,10.1446
2.82477,10.1442
2.86948,10.1437
2.9142,10.1432
3.01254,10.2265
3.05725,10.2261
3.093,10.31
3.13771,10.3096
3.16448,10.478
3.2092,10.4775
3.25391,10.477
3.28968,10.4767
3.3344,10.4762
3.37911,10.4757
3.41486,10.5597
3.45957,10.5592
3.49533,10.601
3.54003,10.6427
3.57577,10.7267
3.62048,10.7262
3.65623,10.8102
3.70094,10.8097
3.74566,10.8092
3.79037,10.8087
3.83509,10.8083
3.8798,10.8078
3.92451,10.8073
3.96026,10.8913
4.01391,10.8907
4.04966,10.9747
4.09437,10.9742
4.13907,11.0159
4.16587,11.1
4.21057,11.1417
4.25529,11.1412
4.3,11.1407
4.34472,11.1403
4.38943,11.1398
4.43414,11.1393
4.46989,11.2233
4.51459,11.265
4.55034,11.3068
4.59503,11.3907
4.63974,11.3902
4.67549,11.4742
4.7202,11.4737
4.76492,11.4732
4.80963,11.4728
4.85434,11.4723
4.89906,11.4718
4.93483,11.4714
4.99739,11.5973
5.04207,11.6812
5.07783,11.723
5.11359,11.7647
5.14935,11.8065
5.19406,11.8061
5.22979,11.9322
5.2745,11.9317
5.31026,11.9735
5.35498,11.9731
5.39969,11.9726
5.44439,12.0143
5.4891,12.0138
5.52485,12.0978
5.5606,12.1396
5.59632,12.3079
5.64103,12.3074
5.67678,12.3914
5.72148,12.4331
5.75726,12.3905
5.80196,12.4322
5.84668,12.4318
5.89139,12.4313
5.93611,12.4308
6.01659,12.43
6.05232,12.5561
6.09702,12.5978
6.12382,12.6819
6.16854,12.6814
6.21325,12.6809
6.25795,12.7226
6.30266,12.7222
6.34738,12.7217
6.39209,12.7212
6.43678,12.8051
6.47255,12.8047
6.50827,12.973
6.54399,13.0992
6.58871,13.0987
6.63341,13.1404
6.67812,13.1399
6.72282,13.1816
6.75858,13.2234
6.80327,13.3073
6.83904,13.3069
6.88375,13.3064
6.92847,13.306
6.97315,13.3898
