Id  mdot    x   ne
8.24    2.47    ["-7.99475","-7.96583","-7.92967","-7.90075","-7.86459","-7.82843","-7.79228","-7.75612","-7.71996","-7.68381","-7.66211","-7.62595","-7.5898","-7.56088","-7.52472","-7.49579","-7.45963","-7.43071","-7.39455","-7.36563","-7.32947","-7.30055","-7.27162","-7.23546","-7.19931","-7.17038","-7.14146","-7.1053","-7.06915","-7.03299","-6.99683","-6.96791","-6.93175","-6.8956","-6.85944","-6.82328","-6.78713","-6.75097","-6.72205","-6.69312","-6.65697","-6.62081","-6.58465","-6.54849","-6.51234","-6.47618","-6.44002","-6.40387","-6.36771","-6.33155","-6.2954","-6.25924","-6.23031","-6.19416","-6.158","-6.12185","-6.08569","-6.064","-6.02784","-5.99169","-5.95553","-5.91937","-5.88321","-5.85429","-5.81813","-5.78197","-5.74582","-5.71689","-5.68074","-5.64458","-5.60842","-5.57227","-5.53611","-5.50718","-5.47103","-5.43487","-5.39871","-5.36979","-5.34086","-5.30471","-5.26855","-5.23963","-5.20347","-5.17455","-5.14562","-5.10947","-5.08054","-5.04438","-5.01546","-4.9793","-4.94314","-4.90699","-4.87806","-4.84191","-4.80575","-4.7696","-4.73344","-4.69728","-4.66112","-4.6322","-4.59605","-4.56712","-4.5382","-4.50204","-4.47312","-4.43696","-4.4008","-4.37188","-4.33572","-4.29956","-4.26341","-4.22725","-4.19109","-4.15494","-4.11878","-4.08262","-4.06093","-4.02477","-3.99585","-3.95969","-3.93077","-3.89461","-3.85846","-3.82953","-3.8006","-3.76445","-3.73552","-3.7066","-3.67045","-3.63429","-3.59813","-3.56197","-3.53305","-3.49689","-3.46074","-3.42458","-3.41012","-3.37397","-3.34504","-3.30889","-3.27273","-3.23657","-3.20041","-3.16426","-3.13533","-3.09918","-3.06302","-3.02687","-2.99071","-2.96179","-2.92563","-2.89671","-2.86055","-2.8244","-2.79547","-2.76655","-2.73039","-2.69423","-2.67254","-2.63639","-2.60023","-2.57131","-2.53515","-2.49899","-2.46284","-2.42668","-2.39053","-2.35437","-2.31821","-2.28929","-2.25314","-2.22421","-2.18806","-2.1519","-2.12298","-2.08682","-2.0579","-2.02174","-1.98559","-1.94943","-1.92051","-1.88435","-1.8482","-1.81927","-1.79035","-1.75419","-1.71804","-1.68911","-1.66019","-1.62404","-1.59511","-1.56619","-1.53004","-1.50111","-1.46496","-1.4288","-1.39988","-1.37096","-1.3348","-1.30588","-1.28419","-1.25527","-1.22635","-1.19742","-1.16127","-1.13958","-1.11066","-1.08897","-1.05281","-1.03835","-1.00943","-0.98774","-0.96605","-0.94436","-0.91544","-0.90098","-0.87206","-0.84314","0.04097","0.05995","0.07486","0.08931","0.11824","0.14717","0.16887","0.19056","0.21226","0.22673","0.2412","0.2629","0.27736","0.2846","0.29907","0.31353","0.33523","0.34247","0.36417","0.3714","0.38587","0.40034","0.42204","0.42927","0.44374","0.45098","0.46545","0.47991","0.49438","0.50162","0.50885","0.53055","0.54502","0.56672","0.57395","0.58842","0.59566","0.6029","0.61736","0.63183","0.6463","0.66077","0.66077","0.66801","0.68248","0.68971","0.70418","0.72588","0.73311","0.74758","0.75482","0.78375","0.79098","0.79822","0.81359","0.83077","0.85609","0.86875","0.88503"]  ["11.95211","11.9714","11.97783","11.98426","11.98426","11.98427","11.97784","11.97784","11.97785","11.97785","11.95857","11.95857","11.97143","11.98429","11.98429","11.97144","11.96501","11.95859","11.96502","11.97788","11.98431","11.97788","11.96503","11.9586","11.96503","11.97146","11.97789","11.9779","11.9779","11.98433","11.98433","11.98433","11.99077","11.99077","11.99077","11.99077","11.98435","11.99078","11.99721","12.00364","12.00364","11.99722","11.99079","11.98437","11.98437","11.98437","11.98438","11.98438","11.98438","11.98439","11.98439","11.98439","11.97797","11.97797","11.97797","11.99083","11.99083","12.00369","12.00369","12.01012","12.01013","12.0037","12.00371","11.99085","11.99086","11.99086","11.99086","11.99086","11.99087","11.98444","11.98444","11.98445","11.98445","11.99088","11.99088","11.99089","11.98446","11.97161","11.97804","11.97804","11.97804","11.9909","11.99733","12.00376","12.01019","12.01662","12.00377","11.99734","11.99092","11.99092","11.99093","11.99093","12.01021","12.01022","12.01665","12.01665","12.01665","12.01023","12.01023","12.02309","12.02952","12.04238","12.05524","12.05524","12.04239","12.03596","12.03596","12.03597","12.03597","12.03597","12.03597","12.02955","12.02955","12.02956","12.03599","12.03599","12.04885","12.04242","12.036","12.04243","12.05528","12.06172","12.05529","12.05529","12.04244","12.04887","12.0553","12.06816","12.06816","12.06174","12.06174","12.06174","12.06817","12.06817","12.07461","12.08104","12.08747","12.0939","12.10675","12.10033","12.0939","12.08748","12.08748","12.08748","12.10034","12.10677","12.10678","12.10678","12.11321","12.12607","12.1325","12.1325","12.1325","12.14536","12.15179","12.16465","12.15823","12.14537","12.15823","12.16466","12.17109","12.18395","12.18395","12.19038","12.19681","12.19682","12.19682","12.20325","12.20325","12.21611","12.22254","12.22897","12.2354","12.2354","12.24826","12.25469","12.26755","12.26755","12.28041","12.28042","12.28685","12.29328","12.29971","12.31256","12.31899","12.319","12.32543","12.33829","12.35114","12.35757","12.37043","12.38972","12.39615","12.40258","12.41544","12.42187","12.43473","12.44758","12.46687","12.47973","12.49901","12.5183","12.53116","12.55044","12.5633","12.58259","12.60187","12.62758","12.63401","12.65973","12.67258","12.6983","12.72401","12.7433","12.76258","12.78829","12.80758","12.82044","14.87338","14.89587","14.93525","14.96096","14.96096","14.94811","14.9224","14.90312","14.87741","14.84527","14.81956","14.79385","14.76814","14.74886","14.71672","14.69101","14.67173","14.63959","14.62031","14.58817","14.55603","14.53032","14.49819","14.46605","14.44677","14.41463","14.38249","14.36321","14.33107","14.29893","14.27322","14.25394","14.2218","14.19609","14.17038","14.13824","14.11253","14.0804","14.05469","14.02898","14.00327","13.97756","13.94542","13.91328","13.88757","13.86186","13.82972","13.81687","13.78473","13.75902","13.72688","13.71403","13.68189","13.65618","13.61761","13.57101","13.53807","13.4987","13.46175"]
13.3    3.7 ["-7.99477","-7.95861","-7.92246","-7.8863","-7.85014","-7.81399","-7.77783","-7.74167","-7.71275","-7.67659","-7.64043","-7.61151","-7.57535","-7.5392","-7.50304","-7.46688","-7.43073","-7.39457","-7.36564","-7.32949","-7.29333","-7.25717","-7.22102","-7.19209","-7.15594","-7.11978","-7.08363","-7.04747","-7.01855","-6.98239","-6.94623","-6.91008","-6.87392","-6.83776","-6.8016","-6.76545","-6.73652","-6.70036","-6.66421","-6.62805","-6.5919","-6.56297","-6.52682","-6.49066","-6.4545","-6.41835","-6.38219","-6.34603","-6.30988","-6.27372","-6.23757","-6.20864","-6.17248","-6.13633","-6.10017","-6.06401","-6.02786","-5.9917","-5.95554","-5.92662","-5.89046","-5.85431","-5.82538","-5.78922","-5.75307","-5.71691","-5.68075","-5.6446","-5.60844","-5.57952","-5.54336","-5.50721","-5.47828","-5.44213","-5.40597","-5.36981","-5.33366","-5.2975","-5.26857","-5.23242","-5.19626","-5.1601","-5.12395","-5.08779","-5.05164","-5.01548","-4.97932","-4.9504","-4.91424","-4.87808","-4.84916","-4.813","-4.77685","-4.74069","-4.70454","-4.66838","-4.63222","-4.59607","-4.55991","-4.53099","-4.49483","-4.45867","-4.42252","-4.38636","-4.3502","-4.31405","-4.27789","-4.24174","-4.20558","-4.17666","-4.1405","-4.11158","-4.07542","-4.03926","-4.0031","-3.96695","-3.93079","-3.89463","-3.85848","-3.82955","-3.7934","-3.75724","-3.72109","-3.68493","-3.64877","-3.61262","-3.57646","-3.54031","-3.51138","-3.47523","-3.43907","-3.40291","-3.38122","-3.34507","-3.30891","-3.27275","-3.2366","-3.20044","-3.16428","-3.12813","-3.09197","-3.05582","-3.01966","-2.9835","-2.95458","-2.91842","-2.88226","-2.84611","-2.81719","-2.78103","-2.74487","-2.71595","-2.67979","-2.64364","-2.60748","-2.57132","-2.53517","-2.49901","-2.46286","-2.4267","-2.39055","-2.36162","-2.32547","-2.28931","-2.25316","-2.217","-2.18084","-2.15192","-2.11576","-2.07961","-2.05068","-2.01453","-1.97837","-1.94945","-1.91329","-1.87714","-1.84098","-1.81206","-1.7759","-1.74698","-1.71082","-1.67467","-1.64574","-1.61682","-1.5879","-1.56621","-1.53005","-1.50113","-1.47221","-1.43605","-1.41436","-1.38544","-1.35652","-1.3276","-1.30591","-1.27698","-1.25529","-1.22637","-1.21191","-1.17576","-1.16853","-1.13961","-1.12515","-1.09623","-1.08177","-1.06008","-1.03839","-1.0167","-0.99501","-0.97332","-0.95886","-0.93717","-0.92272","-0.90826","-0.87933","-0.85041","-0.02458","-0.01916","-0.01374","-0.01194","-0.00833","0.00432","0.01517","0.02962","0.03685","0.05131","0.0712","0.08385","0.10375","0.11821","0.12726","0.13811","0.158","0.17789","0.18875","0.20505","0.20865","0.21951","0.23398","0.24122","0.24845","0.26292","0.28462","0.29185","0.30632","0.32079","0.32802","0.33526","0.34973","0.35697","0.3642","0.37144","0.39314","0.40037","0.41484","0.42208","0.43654","0.45101","0.45102","0.45825","0.47995","0.48719","0.49443","0.50166","0.5089","0.5306","0.53784","0.54507","0.55231","0.55955","0.58124","0.59571","0.60295","0.61018","0.63188","0.64635","0.65359","0.65359","0.66083","0.66807","0.70062","0.71147","0.72051","0.73317","0.74583","0.75488"] ["12.07424","12.07424","12.07425","12.07425","12.06782","12.06783","12.06783","12.06783","12.05498","12.05498","12.05499","12.06784","12.07427","12.07428","12.06785","12.06786","12.06786","12.06786","12.06144","12.05501","12.04859","12.04859","12.04859","12.06788","12.06788","12.07431","12.08074","12.08075","12.08718","12.08718","12.08718","12.08076","12.08076","12.07433","12.07434","12.06791","12.06149","12.06792","12.06792","12.07435","12.08078","12.08721","12.08721","12.08722","12.08722","12.08722","12.08723","12.08723","12.09366","12.10009","12.09367","12.1001","12.09367","12.08725","12.08725","12.08725","12.08725","12.09369","12.09369","12.10655","12.10655","12.10012","12.0937","12.0937","12.0937","12.09371","12.09371","12.09371","12.09372","12.10657","12.113","12.11301","12.11944","12.11944","12.11944","12.11302","12.11302","12.11302","12.11945","12.11303","12.11303","12.11946","12.11947","12.1259","12.1259","12.1259","12.12591","12.11948","12.11306","12.10663","12.11949","12.12592","12.13235","12.13878","12.13878","12.13879","12.13879","12.13879","12.13879","12.14522","12.14523","12.14523","12.14523","12.14524","12.14524","12.15167","12.15167","12.1581","12.15811","12.17096","12.17097","12.1774","12.1774","12.17098","12.17098","12.17098","12.16456","12.17099","12.17742","12.17742","12.18385","12.18385","12.18386","12.19029","12.19029","12.19029","12.19672","12.20315","12.20958","12.21602","12.22245","12.22245","12.23531","12.23531","12.23531","12.23531","12.24175","12.24175","12.24175","12.24175","12.24176","12.24819","12.25462","12.25462","12.2482","12.24177","12.24177","12.25463","12.26749","12.27392","12.27392","12.28035","12.28036","12.28036","12.28036","12.28037","12.2868","12.2868","12.29323","12.30609","12.30609","12.31895","12.32538","12.33181","12.33181","12.33182","12.33182","12.33825","12.34468","12.34468","12.35754","12.35754","12.35755","12.3704","12.37041","12.37684","12.37684","12.38327","12.38327","12.40256","12.40899","12.41542","12.42828","12.44756","12.46042","12.47971","12.48614","12.499","12.51828","12.52471","12.55042","12.56328","12.58257","12.60185","12.62757","12.64042","12.65971","12.679","12.70471","12.71114","12.73685","12.75614","12.78185","12.80113","12.82042","12.84613","12.86542","12.8847","12.90399","12.9297","12.95541","12.96827","13.00041","13.01969","13.03255","13.03898","14.96095","14.98023","15.00916","15.03648","15.06058","15.08951","15.10718","15.12968","15.15379","15.17146","15.16986","15.15861","15.1313","15.10559","15.08148","15.0622","15.01721","14.98186","14.92079","14.78742","14.84366","14.76171","14.74243","14.71029","14.68458","14.65887","14.63959","14.60745","14.58817","14.56246","14.53032","14.50461","14.47247","14.44033","14.41462","14.38891","14.3632","14.33749","14.31178","14.27964","14.25393","14.22179","14.19608","14.16394","14.13824","14.11253","14.08039","14.04825","14.01611","13.99683","13.96469","13.93255","13.90041","13.8747","13.84899","13.82328","13.79115","13.76544","13.74615","13.72044","13.68831","13.65617","13.62403","13.59189","13.54368","13.51315","13.48584","13.45209","13.41995","13.37496"]
