x,Curve1
1.98824,804.758
3.00288,843.008
3.99918,876.828
4.99523,894.393
6.99622,913.263
8.98812,935.091
10.98937,970.957

x,Curve2
1.9984,871.997
2.99477,910.251
4.9962,957.939
6.98824,989.373
7.975,996.594
9.96702,1026.55
13.00063,1064.456
