x,Curve1
1.9989,13.6026
2.9981,14.4372
4.004,15.5408
5.0102,16.1872
5.9888,17.1562
7.0019,17.4798
7.9942,18.4489
8.9867,19.1759
9.9791,19.903
10.9919,20.8183
11.9913,21.3839
12.9837,21.9765
13.9762,22.7304

x,Curve2
1.9876,7.9276
2.994,8.0091
4.0073,8.0369
4.9862,8.1722
6.0063,8.3344
7.0058,8.4697
7.9985,8.5244
9.0049,8.6597
9.9907,8.6874
10.9971,8.8227
11.9898,8.8236
12.9893,9.0665
14.9884,9.1757
