,PI1,PI2,PI3,PI4,PI5,PI6,PI7
0,12.557266673082307,0.26842105263157895,1.3783783783783785,6115092013200.092,3.6360719318422627,5.903213833904586e-11,1.868949767034492
1,7.481285927747066,0.26842105263157895,1.3783783783783785,3188471241948.408,1.9272028532949717,3.077995801836988e-11,1.8301261325002411
2,6.650777672818131,0.26842105263157895,1.3783783783783785,2858809862985.0493,1.5322464210775137,2.1323184139864002e-11,2.0588027204947874
3,5.043482958024454,0.26842105263157895,1.3783783783783785,2746269712981.47,1.1338695712544271,1.1814603864255022e-11,2.662021976352007
4,4.985455713721484,0.26842105263157895,1.3783783783783785,2217803367098.668,1.1240318632705575,1.4513092205194938e-11,2.1714377336983572
5,5.414944303090654,0.26842105263157895,1.3783783783783785,2602838673886.6313,1.2177011852097703,1.4513092205194938e-11,2.35239087817322
6,5.79468488344669,0.26842105263157895,1.3783783783783785,3018676805217.631,1.3113705071489834,1.4513092205194938e-11,2.533344022648083
7,5.707453397688684,0.26842105263157895,1.3783783783783785,3465317761091.669,1.4050398290881965,1.4513092205194938e-11,2.7142971671229454
8,6.05599607408733,0.26842105263157895,1.3783783783783785,3942761541508.7437,1.4987091510274095,1.4513092205194938e-11,2.895250311597809
9,6.479352397322369,0.26842105263157895,1.3783783783783785,4451008146468.8545,1.5923784729666226,1.4513092205194938e-11,3.076203456072672
10,6.653585408858356,0.26842105263157895,1.3783783783783785,4990057575972.004,1.6860477949058361,1.4513092205194938e-11,3.257156600547536
11,6.93367666453477,0.26842105263157895,1.3783783783783785,5559909830018.1875,1.7797171168450487,1.4513092205194938e-11,3.438109745022398
12,7.226262412459475,0.26842105263157895,1.3783783783783785,6160564908607.411,1.8733864387842618,1.4513092205194938e-11,3.6190628894972616
13,5.0063893290238894,0.26842105263157895,1.3783783783783785,2874483133309.4224,1.1859110817899512,1.236618507424894e-11,2.6645917652389803
14,5.0223259638529445,0.26842105263157895,1.3783783783783785,2952696790515.979,1.201936907219545,1.236618507424894e-11,2.7005997620665334
15,5.340536147816681,0.26842105263157895,1.3783783783783785,3359512792764.846,1.2820660343675145,1.236618507424894e-11,2.8806397462043027
16,5.361763222896364,0.26842105263157895,1.3783783783783785,3529588127898.5654,1.3141176852267022,1.236618507424894e-11,2.95265573985941
17,5.6799734068601015,0.26842105263157895,1.3783783783783785,4139255711965.569,1.4230932981479416,1.236618507424894e-11,3.1975101182867762
18,5.823207178090082,0.26842105263157895,1.3783783783783785,4251883378343.009,1.4423242886634542,1.236618507424894e-11,3.2407197144798414
19,5.998183590823837,0.26842105263157895,1.3783783783783785,4501096236701.295,1.4839914347803982,1.236618507424894e-11,3.3343405062314804
20,6.17322531763476,0.26842105263157895,1.3783783783783785,4737437961672.303,1.5224534158114233,1.236618507424894e-11,3.4207596986176094
21,6.268714498454748,0.26842105263157895,1.3783783783783785,4857876495292.921,1.5416844063269364,1.236618507424894e-11,3.463969294810674
22,6.411882955607563,0.26842105263157895,1.3783783783783785,5249238738695.071,1.6025825429593932,1.236618507424894e-11,3.6007996827553788
23,6.671767668660048,0.26842105263157895,1.3783783783783785,5633986941286.465,1.6602755145059316,1.236618507424894e-11,3.730428471334572
24,6.804420559388773,0.26842105263157895,1.3783783783783785,5787285709411.317,1.6827116701073628,1.236618507424894e-11,3.780839666893147
25,21.71374115434297,0.26842105263157895,1.3783783783783785,13494101375813.678,5.275846268306065,5.805236882077975e-11,2.854534317608225
26,12.718971515463572,0.26842105263157895,1.3783783783783785,7590432023895.193,3.0163159313188808,3.265445746168861e-11,2.7956316462621125
27,9.24748185933345,0.26842105263157895,1.3783783783783785,4857876495292.923,1.9563368795415381,2.089885277548071e-11,2.748308414120019
28,7.2826026075667984,0.26842105263157895,1.3783783783783785,3373525343953.4194,1.3664570374258413,1.4513092205194938e-11,2.728002894377168
29,5.815595910964077,0.26842105263157895,1.3783783783783785,2159056220130.1882,0.8838666348488674,9.288379011324762e-12,2.691177482587582
30,35.26635592407825,0.26842105263157895,1.3783783783783785,35484853873578.69,8.534349949090034,5.805236882077975e-11,4.643644901446032
31,21.77381819912578,0.26842105263157895,1.3783783783783785,19960230303888.016,4.911152155928448,3.265445746168861e-11,4.510012251016057
32,15.819554120603872,0.26842105263157895,1.3783783783783785,12774547394488.332,3.1791983459777753,2.089885277548071e-11,4.444582537488799
33,12.20167654038632,0.26842105263157895,1.3783783783783785,8871213468394.672,2.2169323930032205,1.4513092205194938e-11,4.421090170776383
34,9.12716679778181,0.26842105263157895,1.3783783783783785,5677576619772.591,1.443711588988077,9.288379011324762e-12,4.323829635730058
35,46.12169343471621,0.26842105263157895,1.3783783783783785,63084184664139.9,11.400225504895046,5.805236882077975e-11,6.176834659872863
36,29.608094798784304,0.26842105263157895,1.3783783783783785,35484853873578.69,6.544982580581925,3.265445746168861e-11,6.017141375546087
37,21.663665069091653,0.26842105263157895,1.3783783783783785,22710306479090.363,4.244190879256501,2.089885277548071e-11,5.916706304438086
38,16.959088607244823,0.26842105263157895,1.3783783783783785,15771046166034.975,2.965771092096865,1.4513092205194938e-11,5.869703534502381
39,12.621969796687365,0.26842105263157895,1.3783783783783785,10093469546262.383,1.9281272381359116,9.288379011324762e-12,5.752950732425778
40,65.28318542403403,0.26842105263157895,1.3783783783783785,98569038537718.58,14.27945932420714,5.805236882077975e-11,7.700811947053055
41,42.035764509545004,0.26842105263157895,1.3783783783783785,55445084177466.7,8.206141165595602,3.265445746168861e-11,7.4921802094097085
42,30.309682001457308,0.26842105263157895,1.3783783783783785,35484853873578.69,5.3205066377888635,2.089885277548071e-11,7.368716110617175
43,7.386038712678816,0.15748031496062992,2.7027027027027026,32886545026830.746,4.239020938281496,3.2654457461688616e-11,2.2776925738924785
44,5.018400464770542,0.15748031496062992,2.7027027027027026,21047388817171.676,2.7129734005001573,2.0898852775480713e-11,2.2776925738924785
45,3.8160153805166184,0.15748031496062992,2.7027027027027026,14616242234147.002,1.8840093059028873,1.4513092205194941e-11,2.2776925738924785
46,2.9319559142045897,0.15748031496062992,2.7027027027027026,10738463682230.447,1.3841701022959987,1.0662679987490161e-11,2.2776925738924785
47,2.312032757696777,0.15748031496062992,2.7027027027027026,8221636256707.687,1.059755234570374,8.163614365422154e-12,2.2776925738924785
48,1.8635707655855231,0.15748031496062992,2.7027027027027026,6496107659620.888,0.837337469290172,6.4502632023088625e-12,2.2776925738924785
49,1.5425938259002039,0.15748031496062992,2.7027027027027026,5261847204292.919,0.6782433501250393,5.224713193870178e-12,2.2776925738924785
50,1.351469456258518,0.15748031496062992,2.7027027027027026,4348634053134.6436,0.5605316943182144,4.3179447883224615e-12,2.2776925738924785
51,1.1838827806960137,0.15748031496062992,2.7027027027027026,3654060558536.7505,0.4710023264757218,3.6282730512987353e-12,2.2776925738924785
52,1.0538078561798092,0.15748031496062992,2.7027027027027026,3113519055794.627,0.40132742610949074,3.091546268562236e-12,2.2776925738924785
53,1.0960182830025482,0.15748031496062992,2.7027027027027026,2300103961988.572,0.4076594140496105,4.3179447883224615e-12,1.6565036901036205
54,1.2624113946548632,0.15748031496062992,2.7027027027027026,4348634053134.6436,0.5605316943182144,4.3179447883224615e-12,2.2776925738924785
55,1.624106196191968,0.15748031496062992,2.7027027027027026,7044068383590.002,0.7134039745868183,4.3179447883224615e-12,2.898881457681336
56,2.4192104675596005,0.15748031496062992,2.7027027027027026,14375649762428.572,1.0191485351240261,4.3179447883224615e-12,4.141259225259051
57,17.374205891426033,0.15748031496062992,2.7027027027027026,108715851328366.08,15.414621593750894,1.3061782984675446e-10,2.0706296126295256
58,6.292975590221147,0.15748031496062992,2.7027027027027026,35499053494976.68,5.033345826530905,4.2650719949960644e-11,2.0706296126295256
59,2.3684728585239916,0.15748031496062992,2.7027027027027026,12079539036485.121,1.7127357326389883,1.4513092205194941e-11,2.0706296126295256
60,1.3822162080911309,0.15748031496062992,2.7027027027027026,6018870661778.053,0.8534046557093921,7.231436946533119e-12,2.0706296126295256
61,0.8880729262050407,0.15748031496062992,2.7027027027027026,3593912440607.143,0.5095742675620131,4.3179447883224615e-12,2.0706296126295256
62,0.647296213946565,0.15748031496062992,2.7027027027027026,2386081784984.715,0.3383181694101705,2.866783645470605e-12,2.0706296126295256
63,0.49275540054740996,0.15748031496062992,2.7027027027027026,1698685177005.72,0.24085346240235772,2.0409035913555385e-12,2.0706296126295256
64,1006.8844258687336,0.31758530183727035,0.9758064516129032,2044491913194873.0,343.76482384630975,1.2471896011173973e-09,4.770409161370619
65,71.9929898149537,0.31758530183727035,0.9758064516129032,127780744574679.56,21.48530149039436,7.794935006983733e-11,4.770409161370619
66,25.186463104422497,0.31758530183727035,0.9758064516129032,41724324759079.04,6.900689625230765,2.5452849002395867e-11,4.872829379506144
67,13.212630052667267,0.31758530183727035,0.9758064516129032,20444919131948.734,3.463698772430326,1.2471896011173972e-11,4.724344601758022
68,8.324105648500195,0.31758530183727035,0.9758064516129032,12097585285176.766,2.0743163925155375,7.379820124955014e-12,4.651938562266227
69,6.611941534938238,0.31758530183727035,0.9758064516129032,9086630725310.547,1.5775232701761848,5.5430648938550994e-12,4.578320579200064
70,4.131121554293429,0.31758530183727035,0.9758064516129032,5111229782987.184,0.8594120596157743,3.117974002793493e-12,4.770409161370619
71,412.0131740324159,0.31758530183727035,0.9758064516129032,1768281055722246.0,150.01127143543494,3.1179740027934933e-10,9.629529907921256
72,190.9940782830767,0.31758530183727035,0.9758064516129032,785902691432109.2,68.01798923012933,1.385766223463775e-10,9.384415567913312
73,71.10277605017781,0.31758530183727035,0.9758064516129032,282924968915559.3,24.930124545838947,4.9887584044695887e-11,9.169838912345517
74,38.15233549663889,0.31758530183727035,0.9758064516129032,144349473936509.88,12.979973337990696,2.5452849002395867e-11,8.933705057137168
75,30.415426616324215,0.31758530183727035,0.9758064516129032,110517565982640.38,10.09367794596504,1.9487337517459333e-11,8.756750686030584
76,24.932873763727198,0.31758530183727035,0.9758064516129032,87322521270234.34,8.02014013629351,1.539740248293083e-11,8.693839920320917
77,20.467926602161537,0.31758530183727035,0.9758064516129032,70731242228889.83,6.532470761437068,1.2471896011173972e-11,8.632090919901941
78,13.48042792400244,0.31758530183727035,0.9758064516129032,41852806052597.52,3.7834471736931135,7.379820124955014e-12,8.87296104014935
79,307.85459089326656,0.31758530183727035,0.9758064516129032,538027858408234.1,83.62419596136215,4.0510219009303033e-10,3.484977260692322
80,138.23088977038094,0.31758530183727035,0.9758064516129032,239123492625881.8,37.781986030420306,1.8004541781912462e-10,3.413011082412819
81,78.02476668695739,0.31758530183727035,0.9758064516129032,134506964602058.53,22.043529413906374,1.0127554752325758e-10,3.258320197603997
82,50.77651319840462,0.31758530183727035,0.9758064516129032,86084457345317.45,13.87286127051757,6.481635041488485e-11,3.328499100987261
83,35.96132922869807,0.31758530183727035,0.9758064516129032,59780873156470.45,9.797124183958388,4.5011354454781155e-11,3.258320197603997
84,26.84947786126383,0.31758530183727035,0.9758064516129032,43920641502712.984,7.1677837756386635,3.306956653820657e-11,3.2756869984614267
85,20.68939271193805,0.31758530183727035,0.9758064516129032,33626741150514.633,5.503505910877279,2.5318886880814395e-11,3.263860231296791
86,16.6066382288004,0.31758530183727035,0.9758064516129032,26569276958431.31,4.354277415092617,2.0005046424347177e-11,3.258320197603997
87,13.494404222847589,0.31758530183727035,0.9758064516129032,21521114336329.363,3.56355024051039,1.620408760372121e-11,3.2159578548594117
88,11.32609078721947,0.31758530183727035,0.9758064516129032,17786044906057.324,2.9148468646487764,1.339180793695968e-11,3.258320197603997
89,9.518033229216869,0.31758530183727035,0.9758064516129032,14945218289117.613,2.449281045989597,1.1252838613695289e-11,3.258320197603997
90,8.333296953804119,0.31758530183727035,0.9758064516129032,12734387181259.977,2.1391376226742174,9.588217516994802e-12,3.1578890479735566
91,6.334620245800823,0.31758530183727035,0.9758064516129032,9564939705035.273,1.5675398694333422,7.201816712764984e-12,3.258320197603997
92,752.5110074082597,0.31758530183727035,0.9758064516129032,622069439713532.2,189.6217583991946,1.6204087603721213e-09,1.7517850524752672
93,192.36446105364615,0.31758530183727035,0.9758064516129032,155517359928383.06,47.40543959979865,4.0510219009303033e-10,1.7517850524752672
94,89.98271552444817,0.31758530183727035,0.9758064516129032,69118826634836.914,21.06908426657718,1.8004541781912462e-10,1.7517850524752672
95,52.02783749357008,0.31758530183727035,0.9758064516129032,38879339982095.766,11.851359899949662,1.0127554752325758e-10,1.7517850524752672
96,33.942758859494944,0.31758530183727035,0.9758064516129032,24882777588541.293,7.3827998747531405,6.481635041488485e-11,1.8128435756323293
97,18.091863360215687,0.31758530183727035,0.9758064516129032,12695294688031.27,3.830313151121321,3.306956653820657e-11,1.7747432906768748
98,11.262797438891374,0.31758530183727035,0.9758064516129032,7679869626092.99,2.3533635295178126,2.0005046424347177e-11,1.7401306456851988
99,6.519889437874857,0.31758530183727035,0.9758064516129032,4319926664677.307,1.3472732088840975,1.1252838613695289e-11,1.7017301002778493
100,4.896953956596727,0.31758530183727035,0.9758064516129032,3173823672007.8174,1.0002310036375675,8.267391634551642e-12,1.6793430683283164
101,4.315911802766919,0.31758530183727035,0.9758064516129032,2764753065393.4766,0.8748461449788391,7.201816712764984e-12,1.670752806320866
102,2.671845125539812,0.31758530183727035,0.9758064516129032,1555173599283.8308,0.47405439599798643,4.051021900930303e-12,1.7517850524752672
