############################
### DOCUMENT
#  [1] P. J. Wilbur, “Advanced Ion Thruster Research,”  NASA CR-168340, 1984.
### SOFTWARE
# Plot digitized using Engauge Digitizer
### CAPTION
# Effect of propellant and insert surface work function on plasma density profile
### DATA
# Id (A), do (mm), dc (mm), P (Torr), phi_wf (eV), x (mm), ne (x10^(-19) m^-3) 
### NOTES
# Fig. 29 p. 84
# x is UPSTREAM of the orifice
############################
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,5.8705,8.3657
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,5.964,8.032
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,6.0574,7.7354
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,6.1509,7.4016
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,6.2258,7.0677
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,6.3193,6.734
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,6.4127,6.4374
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,6.5249,6.1039
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,6.6183,5.8073
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,6.7118,5.4735
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,6.8239,5.1771
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,6.9174,4.8806
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,7.0295,4.547
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,7.123,4.2504
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,7.2351,3.9168
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,7.3473,3.6204
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,7.4594,3.324
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,7.7396,2.6201
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,7.8703,2.361
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,8.0197,2.1393
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,8.169,1.9175
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,8.3369,1.733
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,8.4862,1.5484
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,8.6542,1.4012
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,8.8407,1.2912
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,9.0086,1.144
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,9.1951,1.034
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,9.363,0.9239
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,9.5495,0.8511
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,9.7174,0.741
2.3,0.76,4.0,4.0,1.9,2.3,0.76,4.0,4.0,2.5,9.8853,0.6681
2.3,0.76,4.0,4.0,1.9,0.0401,24.597
