x,Curve2
0.0951,1.5424
0.14324,1.4597
0.25432,1.5252
0.28456,1.5775
0.40675,1.4209
0.41693,1.3295
0.4913,1.3078
0.53295,1.3122
0.75449,1.4563
x,Curve4
0.01673,1.5597
0.10313,1.6339
0.18767,1.4162
0.29166,1.412
0.42681,1.3164
0.49778,1.2555
0.55578,1.3689
0.62922,1.1773
0.67643,1.2123
0.83996,1.5218
0.9998,1.2084
