x,Curve1
5.0,931.05
10.0,1120.66
15.0,1320.81
20.0,1421.73
25.0,1512.12
30.0,1598.27
35.0,1654.84
40.0,1700.94
45.0,1751.21
50.0,1793.07
55.0,1811.6
60.0,1825.97
