x,Curve4
0.4,3.1867
0.8,3.0354
1.4,2.3312
2.1,1.5594
2.8,1.3361
3.5,1.2016
x,Curve5
0.4,3.3314
0.8,2.858
1.4,2.0394
2,1.5348
2.7,1.3535
x,Curve6
0.4,2.8296
0.8,2.3538
1.4,1.5212
2,1.0317
2.7,0.8715
x,Curve7
0.4,3.8193
0.8,3.3366
1.4,2.5319
2,2.0308
2.7,1.8682
x,Curve8
0.4,2.8261
0.8,2.3095
1.4,1.694
2.1,1.2606
2.8,1.2381
