x,Curve1
1.28612,0.61414
2.26752,0.87835
2.32992,0.92547
3.33059,1.2435
4.35209,1.4566

x,Curve2
1.25498,0.41032
2.25095,0.26354
2.28553,0.38127
3.31004,0.26277
4.30972,0.44357
