x,Curve1
x,Curve5
0.49038,20.95552
0.55802,20.96487
0.61761,20.97189
0.68203,20.97891
0.77544,20.98594
0.82536,20.97895
0.88817,20.96497
0.95259,20.96732
1.00573,20.94867
1.07337,20.94402
1.14423,20.92538
1.21992,20.89974
1.294,20.88343
1.36647,20.85778
1.418,20.8368
1.46148,20.79948
1.51784,20.7715
1.56776,20.74351
1.61608,20.72253
1.66439,20.70154
1.71431,20.66889
1.75859,20.63624
1.79402,20.60009
1.84233,20.56044
1.88581,20.51612
1.93251,20.46713
1.97357,20.43215
2.00336,20.39832
2.0412,20.361
2.07744,20.32252
2.12092,20.29103
2.19499,20.25139
2.25216,20.19541
2.30208,20.16276
2.35522,20.10911
2.39306,20.06129
2.42849,20.01113
2.48887,19.92949
2.5412,19.84784
2.57582,19.77552
2.62413,19.69038
2.67082,19.62739
2.71269,19.54574
2.74892,19.50142
2.78273,19.4396
2.8254,19.37662
2.85197,19.32879
2.88176,19.31014
2.89947,19.25298
2.93087,19.18182
2.96227,19.1375
3.00816,19.05935
3.0613,18.97187
3.12651,18.8634
3.18367,18.76192
3.23278,18.67794
3.2835,18.62079
3.31652,18.60213
3.34469,18.50531
3.39944,18.42717
3.44936,18.35835
3.50169,18.30004
3.57576,18.22423
3.63293,18.17991
3.70781,18.13327
3.77948,18.11813

x,Curve6
0.3889,20.76417
0.45896,20.78752
0.50084,20.79803
0.54271,20.81671
0.59666,20.83072
0.65142,20.85174
0.6941,20.85992
0.74724,20.87627
0.80039,20.88445
0.86481,20.89147
0.93004,20.89965
1.00009,20.91367
1.07176,20.91486
1.18207,20.91372
1.56214,20.83101
1.86569,20.64794
2.0219,20.57565
2.08954,20.54767
2.18294,20.50454
2.23769,20.47189
2.31741,20.42408
2.38101,20.37627
2.4414,20.31796
2.48649,20.28997
2.52917,20.25732
2.5807,20.21417
2.70067,20.11971
2.83271,20.00192
2.94141,19.88879
3.05976,19.74883
3.23528,19.49106
3.42126,19.18897
3.54766,18.96152
3.66037,18.73756
3.80689,18.49145

x,Curve7
0.42193,20.84001
0.47668,20.85635
0.56043,20.87388
0.65948,20.89491
0.7239,20.91009
0.78751,20.91828
0.87528,20.9288
0.97272,20.92883
1.36889,20.89278
1.46793,20.86364
1.57582,20.81701
1.65473,20.77504
1.75941,20.71324
1.82382,20.66426
1.90997,20.59779
1.9913,20.55231
2.0686,20.515
2.12174,20.48352
2.18938,20.44738
2.26909,20.40657
2.34075,20.34942
2.41724,20.29228
2.49856,20.21414
2.57586,20.1535
2.63383,20.10452
2.67811,20.05904
2.73931,20.00539
2.80774,19.94125
2.8633,19.8876
2.90839,19.83395
2.97763,19.75697
3.02674,19.68233
3.08471,19.61001
3.14832,19.52254
3.2087,19.41289
3.27794,19.29392
3.31336,19.22043
3.35522,19.15745
3.39628,19.07813
3.4454,19.00582
3.4784,18.93933
3.53717,18.82735
3.57421,18.7492
3.61285,18.68155
3.65472,18.61157
3.69497,18.54158
3.72074,18.51009
3.76985,18.44477

x,Curve8
0.44448,20.88026
0.4944,20.89661
0.55158,20.91237
0.616,20.92989
0.68444,20.94041
0.74161,20.94159
0.81368,20.94162
0.89018,20.94689
0.96668,20.94283
1.22797,20.91724
1.36727,20.87411
1.45746,20.84381
1.55489,20.80067
1.64587,20.73887
1.7272,20.69106
1.80047,20.64092
1.89709,20.56278
1.96633,20.51497
2.02028,20.48232
2.09677,20.43335
2.16119,20.3972
2.21191,20.37505
2.29646,20.32375
2.36812,20.2701
2.42851,20.22812
2.49534,20.17098
2.54526,20.11966
2.60967,20.05202
2.67006,20.00421
2.72159,19.94939
2.78278,19.87241
2.83994,19.81643
2.90113,19.75695
2.95669,19.67414
2.99694,19.63215
3.038,19.5645
3.08228,19.50035
3.12818,19.4397
3.18453,19.32656
3.25458,19.20875
3.37212,18.98013
3.47034,18.825
3.53474,18.67803
3.59915,18.56372
3.65873,18.45874
3.73038,18.3596

x,Curve9
0.46783,20.91702
0.51534,20.92753
0.56849,20.93571
0.63774,20.9474
0.69169,20.95091
0.79396,20.95328
0.87287,20.9533
0.96305,20.93699
1.19335,20.91839
1.26501,20.90208
1.33104,20.87877
1.38579,20.86012
1.47275,20.82048
1.52751,20.79366
1.58951,20.76802
1.6346,20.74003
1.69177,20.70155
1.75699,20.66191
1.81737,20.61876
1.86488,20.56744
1.90514,20.53945
1.93573,20.50213
1.97196,20.46831
2.00981,20.43216
2.08791,20.39252
2.16038,20.35404
2.22479,20.31906
2.29001,20.27358
2.33913,20.23743
2.39146,20.18961
2.44058,20.13946
2.50257,20.07765
2.63301,19.9412
2.77954,19.77675
2.94218,19.53181
3.12011,19.27287
3.1507,19.22389
3.20625,19.12824
3.23765,19.06525
3.28112,18.9731
3.31413,18.90545
3.35117,18.83547
3.39786,18.74565
3.44858,18.65467
3.50091,18.54736
3.53875,18.47854
3.59028,18.40972
