x,Curve1
0.23661,20.16174
0.25195,20.16549
0.2673,20.17298
0.28264,20.16923
0.29799,20.17297
0.31333,20.17297
0.33251,20.16922
0.34402,20.18421
0.35553,20.1992
0.36705,20.21044
0.38239,20.21793
0.3939,20.23292
0.41692,20.23292
0.43227,20.24416
0.44762,20.25165
0.46296,20.26664
0.47448,20.27788
0.48215,20.29287
0.48983,20.31161
0.50134,20.3266
0.50902,20.3416
0.52437,20.35284
0.55122,20.35283
0.56656,20.35283
0.58574,20.35657
0.59726,20.36781
0.61644,20.3753
0.63179,20.3828
0.64713,20.39404
0.66248,20.39778
0.67783,20.40902
0.69317,20.42027
0.70852,20.42776
0.72387,20.43525
0.73921,20.44649
0.75456,20.45773
0.77374,20.46523
0.78909,20.47647
0.80444,20.48021
0.81595,20.49145
0.83513,20.49895
0.85048,20.51019
0.86583,20.52143
0.88117,20.52517
0.89652,20.53267
0.90803,20.54391
0.92721,20.54765
0.94256,20.55889
0.95791,20.56638
0.97709,20.57388
0.99243,20.58137
1.01162,20.58886
1.02696,20.6001
1.04231,20.6076
1.05765,20.60759
1.07684,20.61883
1.09218,20.62633
1.11137,20.63007
1.12671,20.63756
1.14589,20.64505
1.16124,20.65255
1.18042,20.65629
1.19577,20.66378
1.21495,20.66753
1.23413,20.67127
1.25331,20.67876
1.26866,20.68251
1.28784,20.68625
1.30702,20.69
1.3262,20.69374
1.34538,20.69373
1.36073,20.69748
1.37607,20.70122
1.39525,20.70497
1.41443,20.70121
1.42978,20.70496
1.44896,20.70495
1.46814,20.70495
1.48732,20.70495
1.50266,20.70119
1.52184,20.70494
1.54102,20.70119
1.5602,20.70118
1.57938,20.70118
1.59472,20.69368
1.6139,20.69367
1.63308,20.68992
1.64842,20.68242
1.6676,20.68241
1.68295,20.67491
1.70212,20.67116
1.71747,20.66366
1.73664,20.65616
1.75199,20.65241
1.76733,20.64116
1.78267,20.63366
1.79801,20.62991
1.81335,20.62241
1.82869,20.61116
1.84787,20.60741
1.86321,20.59616
1.87855,20.58866
1.8939,20.57741
1.9054,20.56991
1.92074,20.55866
1.93608,20.55116
1.95142,20.54366
1.96676,20.53241
1.98211,20.52491
2.00512,20.50242
2.02046,20.49117
2.0358,20.48367
2.05114,20.47242
2.05881,20.45743
2.08949,20.43868
2.10099,20.42368
2.11633,20.41244
2.12784,20.40119
2.13934,20.38994
2.15468,20.37869
2.16618,20.3637
2.17769,20.35245
2.19303,20.33745
2.20837,20.3262
2.21987,20.31496
2.23521,20.29996
2.24672,20.28871
2.25822,20.27372
2.26972,20.25872
2.28123,20.24373
2.29273,20.23248
2.30807,20.22123
2.31574,20.20624
2.32724,20.19124
2.34258,20.17999
2.35025,20.165
2.36559,20.16124
2.38476,20.13875
2.39243,20.12376
2.43461,20.07877
2.44612,20.07127
2.46529,20.04503
2.48063,20.03753
2.49214,20.02253
2.50747,20.00753
2.51898,19.99629
2.53432,19.98504
2.54966,19.97379
2.565,19.95879
2.5765,19.94755
2.59184,19.9363
2.60718,19.92505
2.62252,19.9138
2.63787,19.9063
2.64937,19.89131
2.66855,19.8838
2.67621,19.86881
2.69156,19.85756
2.7069,19.84631
2.72607,19.82382
2.74141,19.81257
2.75675,19.80507
2.77209,19.79382
2.78743,19.78257
2.80277,19.76758
2.81811,19.75633
2.82961,19.74133
2.84496,19.73383
2.85646,19.71884
2.8718,19.70759
2.88714,19.69634
2.89864,19.68509
2.91015,19.67385
2.92165,19.6551
2.93699,19.6476
2.95233,19.63635
2.96384,19.62511
2.98301,19.59512
2.99451,19.58012
3.00985,19.57262
3.02136,19.55388
3.03286,19.54263
3.0482,19.52763
3.0597,19.51638
3.07121,19.50139
3.08271,19.48639
3.09805,19.47514
3.11339,19.46764
3.12489,19.45265
3.1364,19.43765
3.1479,19.42266
3.16324,19.40766
3.17474,19.39267
3.18625,19.37767
3.19775,19.36267
3.20542,19.34768
3.21309,19.33643
3.24472,19.30644
3.26677,19.27645
3.27828,19.2652
3.29361,19.2502
3.30512,19.23521
3.31279,19.22021
3.32813,19.20897
3.34347,19.19772
3.35497,19.18272
3.36647,19.16773
3.37798,19.15648
3.38948,19.14148
3.40482,19.13023
3.41633,19.11899
3.43167,19.10774
3.4355,19.089
3.45084,19.0815
3.4585,19.06275
3.47385,19.059
3.48151,19.04401
3.49493,19.02807
3.51219,19.01027
3.52369,18.99527
3.5352,18.98027
3.54286,18.96528
3.55437,18.95028
3.56971,18.94653
3.57738,18.92779
3.62531,18.8903
3.66175,18.87061
3.6838,18.84343
3.71447,18.80594
3.72598,18.78626
3.76721,18.76095
3.80364,18.73095
3.82857,18.72158
3.86021,18.70939
3.9072,18.69064
3.94171,18.65689
3.96951,18.62222

x,Curve2
0.2213,20.28169
0.24048,20.28169
0.25966,20.28918
0.27117,20.29667
0.29036,20.30416
0.3057,20.31166
0.31721,20.30416
0.33639,20.30041
0.35173,20.31165
0.37092,20.33413
0.38243,20.34912
0.40162,20.35661
0.4208,20.36036
0.43614,20.3641
0.45916,20.37909
0.47451,20.39033
0.48602,20.40532
0.50137,20.42031
0.50905,20.43905
0.52056,20.45404
0.53208,20.46903
0.55126,20.46903
0.57044,20.46902
0.58194,20.46902
0.60113,20.47651
