x,Curve1
-1.47221,12.51828
-1.43605,12.52471
-1.41436,12.55042
-1.38544,12.56328
-1.35652,12.58257
-1.3276,12.60185
-1.30591,12.62757
-1.27698,12.64042
-1.25529,12.65971
-1.22637,12.679
-1.21191,12.70471
-1.17576,12.71114
-1.16853,12.73685
-1.13961,12.75614
-1.12515,12.78185
-1.09623,12.80113
-1.08177,12.82042
-1.06008,12.84613
-1.03839,12.86542
-1.0167,12.8847
-0.99501,12.90399
-0.97332,12.9297
-0.95886,12.95541
-0.93717,12.96827
-0.92272,13.00041
-0.90826,13.01969
-0.87933,13.03255
-0.85041,13.03898
-0.02458,14.96095
-0.01916,14.98023
-0.01374,15.00916
-0.01194,15.03648
-0.00833,15.06058
0.00432,15.08951
0.01517,15.10718
0.02962,15.12968
0.03685,15.15379
0.05131,15.17146
0.0712,15.16986
0.08385,15.15861
0.10375,15.1313
0.11821,15.10559
0.12726,15.08148
0.13811,15.0622
0.158,15.01721
0.17789,14.98186
0.18875,14.92079
0.20505,14.78742
0.20865,14.84366
0.21951,14.76171
0.23398,14.74243
0.24122,14.71029
0.24845,14.68458
0.26292,14.65887
0.28462,14.63959
0.29185,14.60745
0.30632,14.58817
0.32079,14.56246
0.32802,14.53032
0.33526,14.50461
0.34973,14.47247
0.35697,14.44033
0.3642,14.41462
0.37144,14.38891
0.39314,14.3632
0.40037,14.33749
0.41484,14.31178
0.42208,14.27964
0.43654,14.25393
0.45101,14.22179
0.45102,14.19608
0.45825,14.16394
0.47995,14.13824
0.48719,14.11253
0.49443,14.08039
0.50166,14.04825
0.5089,14.01611
0.5306,13.99683
0.53784,13.96469
0.54507,13.93255
0.55231,13.90041
0.55955,13.8747
0.58124,13.84899
0.59571,13.82328
0.60295,13.79115
0.61018,13.76544
0.63188,13.74615
0.64635,13.72044
0.65359,13.68831
0.65359,13.65617
0.66083,13.62403
0.66807,13.59189
0.70062,13.54368
0.71147,13.51315
0.72051,13.48584
0.73317,13.45209
0.74583,13.41995
0.75488,13.37496
