x,Curve1
1.00033,14.70762
2.00749,14.42242
2.99944,14.02422
3.99141,13.61525
5.00365,13.36771
5.99041,13.00179
6.98718,12.78655
7.98427,12.38834
8.99711,11.78565

x,Curve2
1.00486,15.06278
1.99621,15.01435
3.00313,14.87444
3.99509,14.46547
4.98727,13.93274
5.98939,13.5991
6.98147,13.12556
7.98374,12.69507
8.99656,12.10852
