x,Curve1
1.8232,1.96791
3.0215,2.23916
3.2317,2.78049
3.4808,1.60458
4.3684,1.66985
5.5737,1.50871
5.6487,1.77596
7.4354,1.31992

x,Curve2
1.8205,0.73461
2.9785,0.92098
3.2127,0.55848
3.4522,0.94374
4.3922,0.97512
5.5657,1.02321
5.6479,0.87047
7.4727,1.00789
